woorden,lettergrepen,aantal lettergrepen
doseren,"['do', 'se', 'ren']",3
dikkerds,"['dik', 'kerds']",2
ingevoerde,"['in', 'ge', 'voer', 'de']",4
Bart,['Bart'],1
polarisatievlak,"['po', 'la', 'ri', 'sa', 'tie', 'vlak']",6
vergiftiging,"['ver', 'gif', 'ti', 'ging']",4
Habakuk,"['Ha', 'ba', 'kuk']",3
steward,"['ste', 'ward']",2
ploeteraarster,"['ploe', 'te', 'raar', 'ster']",4
sufficients,"['suf', 'fi', 'ci', 'ents']",4
hieraan,"['hier', 'aan']",2
achtkante,"['acht', 'kan', 'te']",3
aanzuigen,"['aan', 'zui', 'gen']",3
bibberig,"['bib', 'be', 'rig']",3
stofbril,"['stof', 'bril']",2
gedragsbiologie,"['ge', 'drags', 'bio', 'lo', 'gie']",5
vasten,"['vas', 'ten']",2
finisht,"['fi', 'nisht']",2
onderzeeboot,"['on', 'der', 'zee', 'boot']",4
hugs,['hugs'],1
plankerig,"['plan', 'ke', 'rig']",3
speelgoedhandeltje,"['speel', 'goed', 'han', 'del', 'tje']",5
gammawetenschap,"['gam', 'ma', 'we', 'ten', 'schap']",5
schokbuisjes,"['schok', 'buis', 'jes']",3
cijferbrij,"['cij', 'fer', 'brij']",3
primaat,"['pri', 'maat']",2
kantklossend,"['kant', 'klos', 'send']",3
incontinent,"['in', 'con', 'ti', 'nent']",4
smurrie,"['smur', 'rie']",2
Rapanui,"['Ra', 'pa', 'nui']",3
Texaantje,"['Texaan', 'tje']",2
nihoniumatomen,"['ni', 'ho', 'ni', 'um', 'ato', 'men']",6
boswachter,"['bos', 'wach', 'ter']",3
zeeschuim,"['zee', 'schuim']",2
organisatorisch,"['or', 'ga', 'ni', 'sa', 'to', 'risch']",6
vergassing,"['ver', 'gas', 'sing']",3
usb-telefoontje,"['usb-te', 'le', 'foon', 'tje']",4
triangel,"['tri', 'an', 'gel']",3
renversalen,"['ren', 'ver', 'sa', 'len']",4
staalwol,"['staal', 'wol']",2
miljoenenfraudes,"['mil', 'joe', 'nen', 'frau', 'des']",5
voorafgaand,"['voor', 'af', 'gaand']",3
heidense,"['hei', 'den', 'se']",3
Yapees,"['Ya', 'pees']",2
paardensport,"['paar', 'den', 'sport']",3
eropin,"['er', 'op', 'in']",3
zwelkasten,"['zwel', 'kas', 'ten']",3
piekerig,"['pie', 'ke', 'rig']",3
belachelijkst,"['be', 'la', 'che', 'lijkst']",4
1 aprilgrappen,"['1', 'april', 'grap', 'pen']",4
gedekts,"['ge', 'dekts']",2
architraaf,"['ar', 'chi', 'traaf']",3
legde stil,"['leg', 'de', 'stil']",3
drastisch,"['dras', 'tisch']",2
naambellen,"['naam', 'bel', 'len']",3
Azteken,"['Az', 'te', 'ken']",3
karnemelks,"['kar', 'ne', 'melks']",3
zelfverwijt,"['zelf', 'ver', 'wijt']",3
hooghartiger,"['hoog', 'har', 'ti', 'ger']",4
vooringenomenheid,"['voor', 'in', 'ge', 'no', 'men', 'heid']",6
clearing,"['clea', 'ring']",2
amfitheatertjes,"['am', 'fi', 'the', 'a', 'ter', 'tjes']",6
tjappen,"['tjap', 'pen']",2
allengs,"['al', 'lengs']",2
Vlaanderen,"['Vlaan', 'de', 'ren']",3
gekucht,"['ge', 'kucht']",2
maagsonde,"['maag', 'son', 'de']",3
taaleigen,"['taal', 'ei', 'gen']",3
artiest,"['ar', 'tiest']",2
orgeldraaiers,"['or', 'gel', 'draai', 'ers']",4
Turk,['Turk'],1
glyfosaat,"['gly', 'fo', 'saat']",3
openlijkst,"['open', 'lijkst']",2
tellurium,"['tel', 'lu', 'ri', 'um']",4
pulserend,"['pul', 'se', 'rend']",3
examenbetwistingen,"['exa', 'men', 'be', 'twis', 'tin', 'gen']",6
gewichtigdoenerij,"['ge', 'wich', 'tig', 'doe', 'ne', 'rij']",6
gekend,"['ge', 'kend']",2
portemonnee,"['por', 'te', 'mon', 'nee']",4
duvelde op,"['du', 'vel', 'de', 'op']",4
baardelozere,"['baar', 'de', 'lo', 'ze', 're']",5
hartwortel,"['hart', 'wor', 'tel']",3
pineut,"['pi', 'neut']",2
deuk,['deuk'],1
bloedziekten,"['bloed', 'ziek', 'ten']",3
beklinkert,"['be', 'klin', 'kert']",3
hoogwaardigst,"['hoog', 'waar', 'digst']",3
zymologie,"['zy', 'mo', 'lo', 'gie']",4
spalier,"['spa', 'lier']",2
Tachelhit,"['Ta', 'chel', 'hit']",3
renwagens,"['ren', 'wa', 'gens']",3
bobolinks,"['bo', 'bo', 'links']",3
4-jaarlijks,"['4-jaar', 'lijks']",2
badderen,"['bad', 'de', 'ren']",3
onaangenaamheid,"['on', 'aan', 'ge', 'naam', 'heid']",5
taartpunten,"['taart', 'pun', 'ten']",3
MF,['MF'],1
groot,['groot'],1
kindvriendelijk,"['kind', 'vrien', 'de', 'lijk']",4
transept,"['tran', 'sept']",2
bekleedsel,"['be', 'kleed', 'sel']",3
voortvlucht,"['voort', 'vlucht']",2
chromotypie,"['chro', 'mo', 'ty', 'pie']",4
kammer,"['kam', 'mer']",2
fier,['fier'],1
vaardiger,"['vaar', 'di', 'ger']",3
bezoldigingetjes,"['be', 'zol', 'di', 'gin', 'ge', 'tjes']",6
inzacht,"['in', 'zacht']",2
kozijns,"['ko', 'zijns']",2
spotlijster,"['spot', 'lijs', 'ter']",3
winterbed,"['win', 'ter', 'bed']",3
aanzitten,"['aan', 'zit', 'ten']",3
fietspunt,"['fiets', 'punt']",2
Bantoe,"['Ban', 'toe']",2
kousenbandjes,"['kou', 'sen', 'band', 'jes']",4
anatoom,"['ana', 'toom']",2
wingerds,"['win', 'gerds']",2
taptemelk,"['tap', 'te', 'melk']",3
aanhechtingen,"['aan', 'hech', 'tin', 'gen']",4
gigaparsec,"['gi', 'ga', 'par', 'sec']",4
fricandeau,"['fri', 'can', 'deau']",3
hulken,"['hul', 'ken']",2
introvert,"['in', 'tro', 'vert']",3
zegepralen,"['ze', 'ge', 'pra', 'len']",4
scenario,"['sce', 'na', 'rio']",3
hekelen,"['he', 'ke', 'len']",3
nederzet,"['ne', 'der', 'zet']",3
tenger,"['ten', 'ger']",2
opulents,"['opu', 'lents']",2
bieronderzoek,"['bier', 'on', 'der', 'zoek']",4
jubelde,"['ju', 'bel', 'de']",3
prosodisch,"['pro', 'so', 'disch']",3
uitgelatenheid,"['uit', 'ge', 'la', 'ten', 'heid']",5
wisseltonig,"['wis', 'sel', 'to', 'nig']",4
drijfstang,"['drijf', 'stang']",2
inhoud,"['in', 'houd']",2
kraak,['kraak'],1
gegoedst,"['ge', 'goedst']",2
chauffeursdienstjes,"['chauf', 'feurs', 'dienst', 'jes']",4
toverspreukjes,"['to', 'ver', 'spreuk', 'jes']",4
linkerkamertjes,"['lin', 'ker', 'ka', 'mer', 'tjes']",5
steek,['steek'],1
enclave,"['en', 'cla', 've']",3
kerkklok,"['kerk', 'klok']",2
looppiste,"['loop', 'pis', 'te']",3
medaillon,"['me', 'dail', 'lon']",3
accountingmanagertjes,"['ac', 'coun', 'ting', 'ma', 'na', 'ger', 'tjes']",7
vriendschapsrelatie,"['vriend', 'schaps', 're', 'la', 'tie']",5
bootkoper,"['boot', 'ko', 'per']",3
Tilburger,"['Til', 'bur', 'ger']",3
opzicht,"['op', 'zicht']",2
duit,['duit'],1
quantum,"['quan', 'tum']",2
mijnwerkers,"['mijn', 'wer', 'kers']",3
ovenbouwer,"['oven', 'bou', 'wer']",3
keeplatten,"['keep', 'lat', 'ten']",3
kukken,"['kuk', 'ken']",2
erekruizen,"['ere', 'krui', 'zen']",3
dilemma,"['di', 'lem', 'ma']",3
acefaal,"['ace', 'faal']",2
centripetaals,"['cen', 'tri', 'pe', 'taals']",4
fnazel,"['fna', 'zel']",2
partnerpensioentje,"['part', 'ner', 'pen', 'si', 'oen', 'tje']",6
gasnet,"['gas', 'net']",2
geluidsafdichting,"['ge', 'luids', 'af', 'dich', 'ting']",5
zeebrief,"['zee', 'brief']",2
trapboot,"['trap', 'boot']",2
glaswol,"['glas', 'wol']",2
afschriftje,"['af', 'schrift', 'je']",3
onlesbaardere,"['on', 'les', 'baar', 'de', 're']",5
uitknikkeren,"['uit', 'knik', 'ke', 'ren']",4
bedrijfsjurist,"['be', 'drijfs', 'ju', 'rist']",4
neuzelen,"['neu', 'ze', 'len']",3
strooibriefje,"['strooi', 'brief', 'je']",3
terawebers,"['te', 'ra', 'we', 'bers']",4
haatdragendste,"['haat', 'dra', 'gend', 'ste']",4
bijschermen,"['bij', 'scher', 'men']",3
munitiekistje,"['mu', 'ni', 'tie', 'kist', 'je']",5
schommelen,"['schom', 'me', 'len']",3
onproductieve,"['on', 'pro', 'duc', 'tie', 've']",5
talenknobbel,"['ta', 'len', 'knob', 'bel']",4
kerstlandschap,"['kerst', 'land', 'schap']",3
selder,"['sel', 'der']",2
trielje,"['triel', 'je']",2
zichtrekening,"['zicht', 're', 'ke', 'ning']",4
wijk,['wijk'],1
vliegt over,"['vliegt', 'over']",2
roodvisjes,"['rood', 'vis', 'jes']",3
verovering,"['ver', 'ove', 'ring']",3
geding,"['ge', 'ding']",2
maagdenvlies,"['maag', 'den', 'vlies']",3
constructiestaal,"['con', 'struc', 'tie', 'staal']",4
gepasst,"['ge', 'passt']",2
ijzeren,"['ij', 'ze', 'ren']",3
bereisder,"['be', 'reis', 'der']",3
lekstok,"['lek', 'stok']",2
aanbrengertje,"['aan', 'bren', 'ger', 'tje']",4
valblokken,"['val', 'blok', 'ken']",3
aartsapostelen,"['aarts', 'apos', 'te', 'len']",4
subductie,"['sub', 'duc', 'tie']",3
studentinnetjes,"['stu', 'den', 'tin', 'ne', 'tjes']",5
sashuisje,"['sas', 'huis', 'je']",3
inkloppend,"['in', 'klop', 'pend']",3
Feroge,"['Fe', 'ro', 'ge']",3
bijverdienend,"['bij', 'ver', 'die', 'nend']",4
alsem,"['al', 'sem']",2
beukennootje,"['beu', 'ken', 'noot', 'je']",4
winterkleren,"['win', 'ter', 'kle', 'ren']",4
Arkansas,"['Ar', 'kan', 'sas']",3
radja,"['rad', 'ja']",2
hongersnood,"['hon', 'gers', 'nood']",3
vereenzelvigde,"['ver', 'een', 'zel', 'vig', 'de']",5
Hiri Motu,"['Hi', 'ri', 'Mo', 'tu']",4
woelpootje,"['woel', 'poot', 'je']",3
train,['train'],1
falsifieerbaar,"['fal', 'si', 'fi', 'eer', 'baar']",5
rassenwetten,"['ras', 'sen', 'wet', 'ten']",4
verzorging,"['ver', 'zor', 'ging']",3
behangend,"['be', 'han', 'gend']",3
kruiskop,"['kruis', 'kop']",2
semiotiek,"['se', 'mi', 'o', 'tiek']",4
quadriljard,"['qua', 'dril', 'jard']",3
immanentst,"['im', 'ma', 'nentst']",3
werk,['werk'],1
Schots,['Schots'],1
seksuologie,"['sek', 'suo', 'lo', 'gie']",4
laad- en losplaatsje,"['laad-', 'en', 'los', 'plaats', 'je']",5
procrastineerden,"['pro', 'cras', 'ti', 'neer', 'den']",5
kohier,"['ko', 'hier']",2
zweefzadeltjes,"['zweef', 'za', 'del', 'tjes']",4
Estlands,"['Est', 'lands']",2
huisjesmelker,"['huis', 'jes', 'mel', 'ker']",4
antibioticum,"['an', 'ti', 'bio', 'ti', 'cum']",5
opwaartse,"['op', 'waart', 'se']",3
Antiochië,"['An', 'ti', 'ochië']",3
centralisme,"['cen', 'tra', 'lis', 'me']",4
lovegame,"['love', 'game']",2
dochtertalen,"['doch', 'ter', 'ta', 'len']",4
datingshow,"['da', 'ting', 'show']",3
strippen,"['strip', 'pen']",2
champagnedouche,"['cham', 'pag', 'ne', 'dou', 'che']",5
Mongool,"['Mon', 'gool']",2
gebundeld,"['ge', 'bun', 'deld']",3
dipoolantennes,"['di', 'pool', 'an', 'ten', 'nes']",5
kaaiman,"['kaai', 'man']",2
francje,"['franc', 'je']",2
communicatiespecialist,"['com', 'mu', 'ni', 'ca', 'tie', 'spe', 'ci', 'a', 'list']",9
hydrodynamica,"['hy', 'dro', 'dy', 'na', 'mi', 'ca']",6
losers,"['lo', 'sers']",2
Hawaii,"['Ha', 'waii']",2
vestibulaire,"['ves', 'ti', 'bu', 'lai', 're']",5
pakbons,"['pak', 'bons']",2
ebit,['ebit'],1
schoffeerders,"['schof', 'feer', 'ders']",3
belgicisme,"['bel', 'gi', 'cis', 'me']",4
zwom droog,"['zwom', 'droog']",2
ome,['ome'],1
naaktrecreatie,"['naakt', 're', 'cre', 'a', 'tie']",5
boulevardiertjes,"['bou', 'le', 'var', 'dier', 'tjes']",5
tinnegieters,"['tin', 'ne', 'gie', 'ters']",4
antimoon,"['an', 'ti', 'moon']",3
holmium,"['hol', 'mi', 'um']",3
heersends,"['heer', 'sends']",2
warmte-isolaties,"['warm', 'te-iso', 'la', 'ties']",4
volkorenbrood,"['vol', 'ko', 'ren', 'brood']",4
scheurlijnen,"['scheur', 'lij', 'nen']",3
schepnet,"['schep', 'net']",2
attractieparkje,"['at', 'trac', 'tie', 'park', 'je']",5
stroevere,"['stroe', 've', 're']",3
ten gerieve van,"['ten', 'ge', 'rie', 've', 'van']",5
zeiltocht,"['zeil', 'tocht']",2
perzik,"['per', 'zik']",2
crossen,"['cros', 'sen']",2
antropoloog,"['an', 'tro', 'po', 'loog']",4
waadt door,"['waadt', 'door']",2
neergekrabbeld,"['neer', 'ge', 'krab', 'beld']",4
dekhuisjes,"['dek', 'huis', 'jes']",3
kernwapenvrijere,"['kern', 'wa', 'pen', 'vrij', 'e', 're']",6
pipetteert,"['pi', 'pet', 'teert']",3
planerend,"['pla', 'ne', 'rend']",3
Atrecht,['Atrecht'],1
koppeling,"['kop', 'pe', 'ling']",3
innovatieprogramma,"['in', 'no', 'va', 'tie', 'pro', 'gram', 'ma']",7
sufficiënt,"['suf', 'fi', 'ci', 'ënt']",4
alles-of-nietspogingen,"['al', 'les-of-niets', 'po', 'gin', 'gen']",5
vasoconstrictietje,"['va', 'so', 'con', 'stric', 'tie', 'tje']",6
sprankelen,"['spran', 'ke', 'len']",3
handvol,"['hand', 'vol']",2
zandgebak,"['zand', 'ge', 'bak']",3
aalbesje,"['aal', 'bes', 'je']",3
computertjes,"['com', 'pu', 'ter', 'tjes']",4
homoziekte,"['ho', 'mo', 'ziek', 'te']",4
rugbyteampje,"['rug', 'by', 'team', 'pje']",4
dinsdagen,"['dins', 'da', 'gen']",3
krab,['krab'],1
bieder,"['bie', 'der']",2
herkomst,"['her', 'komst']",2
draverij,"['dra', 've', 'rij']",3
woningbouwimpulsen,"['wo', 'ning', 'bouw', 'im', 'pul', 'sen']",6
zendtijdindeling,"['zend', 'tijd', 'in', 'de', 'ling']",5
smeulen,"['smeu', 'len']",2
exterieur,"['ex', 'te', 'ri', 'eur']",4
inkervend,"['in', 'ker', 'vend']",3
glossarium,"['glos', 'sa', 'ri', 'um']",4
kwantumverstrengeling,"['kwan', 'tum', 'ver', 'stren', 'ge', 'ling']",6
goedvinden,"['goed', 'vin', 'den']",3
ligand,"['li', 'gand']",2
gladiooltjes,"['gla', 'di', 'ool', 'tjes']",4
rups,['rups'],1
Pakaraimagebergte,"['Pa', 'ka', 'rai', 'ma', 'ge', 'berg', 'te']",7
homeopathie,"['ho', 'meo', 'pa', 'thie']",4
neo-,['neo-'],1
retroactieve,"['re', 'tro', 'ac', 'tie', 've']",5
bakkersvet,"['bak', 'kers', 'vet']",3
schutter,"['schut', 'ter']",2
sinister,"['si', 'nis', 'ter']",3
wolachtigere,"['wol', 'ach', 'ti', 'ge', 're']",5
rioolputten,"['ri', 'ool', 'put', 'ten']",4
opschieten,"['op', 'schie', 'ten']",3
genderneutraalste,"['gen', 'der', 'neu', 'traal', 'ste']",5
dahliageel,"['dah', 'lia', 'geel']",3
oplichterij,"['op', 'lich', 'te', 'rij']",4
muildier,"['muil', 'dier']",2
waken,"['wa', 'ken']",2
angelier,"['an', 'ge', 'lier']",3
feeks,['feeks'],1
straatkei,"['straat', 'kei']",2
werelderfgoed,"['we', 'reld', 'erf', 'goed']",4
Aagje,"['Aag', 'je']",2
fierheid,"['fier', 'heid']",2
innemen,"['in', 'ne', 'men']",3
deelgemeente,"['deel', 'ge', 'meen', 'te']",4
bedauwde,"['be', 'dauw', 'de']",3
acceleratortje,"['ac', 'ce', 'le', 'ra', 'tor', 'tje']",6
schuinen,"['schui', 'nen']",2
autrices,"['au', 'tri', 'ces']",3
gloeidraad,"['gloei', 'draad']",2
wachtbekken,"['wacht', 'bek', 'ken']",3
voerde actie,"['voer', 'de', 'ac', 'tie']",4
olijftakje,"['olijf', 'tak', 'je']",3
zegepraalde,"['ze', 'ge', 'praal', 'de']",4
gesticulatie,"['ges', 'ti', 'cu', 'la', 'tie']",5
amandelbrood,"['aman', 'del', 'brood']",3
abtjes,"['abt', 'jes']",2
tweesprong,"['twee', 'sprong']",2
mestvork,"['mest', 'vork']",2
brouwsel,"['brouw', 'sel']",2
escadrilles,"['es', 'ca', 'dril', 'les']",4
#NAME?,['-schap'],1
te zijner tijd,"['te', 'zij', 'ner', 'tijd']",4
koekoek,"['koe', 'koek']",2
bitches,"['bit', 'ches']",2
espenbladen,"['es', 'pen', 'bla', 'den']",4
consumentenbonden,"['con', 'su', 'men', 'ten', 'bon', 'den']",6
rechtbrei,"['recht', 'brei']",2
Westmuur,"['West', 'muur']",2
frezen,"['fre', 'zen']",2
confidenties,"['con', 'fi', 'den', 'ties']",4
ondervragen,"['on', 'der', 'vra', 'gen']",4
seutig,"['seu', 'tig']",2
kistingen,"['kis', 'tin', 'gen']",3
beteer,"['be', 'teer']",2
vakverbonden,"['vak', 'ver', 'bon', 'den']",4
Ujir,['Ujir'],1
ruisniveautjes,"['ruis', 'ni', 'veau', 'tjes']",4
louterde,"['lou', 'ter', 'de']",3
oplanger,"['op', 'lan', 'ger']",3
's nachts,"[""'s"", 'nachts']",2
abaja,"['aba', 'ja']",2
opstelletje,"['op', 'stel', 'le', 'tje']",4
lastpak,"['last', 'pak']",2
jabroers,"['ja', 'broers']",2
fascistisch,"['fas', 'cis', 'tisch']",3
smiechten,"['smiech', 'ten']",2
zinkplatenfabriek,"['zink', 'pla', 'ten', 'fa', 'briek']",5
toenemen,"['toe', 'ne', 'men']",3
gekkenwerk,"['gek', 'ken', 'werk']",3
zeepsop,"['zeep', 'sop']",2
taalkaart,"['taal', 'kaart']",2
Bruine Kil,"['Brui', 'ne', 'Kil']",3
leunend,"['leu', 'nend']",2
kokervormpjes,"['ko', 'ker', 'vorm', 'pjes']",4
bemodderds,"['be', 'mod', 'derds']",3
onguur,"['on', 'guur']",2
baardrob,"['baard', 'rob']",2
votums,"['vo', 'tums']",2
Henegouwen,"['He', 'ne', 'gou', 'wen']",4
bibliografie,"['bi', 'blio', 'gra', 'fie']",4
litertjes,"['li', 'ter', 'tjes']",3
gezinspakjes,"['ge', 'zins', 'pak', 'jes']",4
omspannen,"['om', 'span', 'nen']",3
entomologe,"['en', 'to', 'mo', 'lo', 'ge']",5
spijkerstof,"['spij', 'ker', 'stof']",3
tegenvoeter,"['te', 'gen', 'voe', 'ter']",4
domatium,"['do', 'ma', 'ti', 'um']",4
omcirkelt,"['om', 'cir', 'kelt']",3
mamilletje,"['ma', 'mil', 'le', 'tje']",4
aanhangwagen,"['aan', 'hang', 'wa', 'gen']",4
ingezeept,"['in', 'ge', 'zeept']",3
balaclava,"['ba', 'la', 'cla', 'va']",4
legaliseringen,"['le', 'ga', 'li', 'se', 'rin', 'gen']",6
kaatsen,"['kaat', 'sen']",2
gevoelloosheden,"['ge', 'voel', 'loos', 'he', 'den']",5
equipage,"['equi', 'pa', 'ge']",3
geluksonderzoek,"['ge', 'luks', 'on', 'der', 'zoek']",5
bassin,"['bas', 'sin']",2
crisishaardje,"['cri', 'sis', 'haard', 'je']",4
toetsenbordterroristjes,"['toet', 'sen', 'bord', 'ter', 'ro', 'rist', 'jes']",7
magie,"['ma', 'gie']",2
aanname,"['aan', 'na', 'me']",3
welvoorzien,"['wel', 'voor', 'zien']",3
nietig,"['nie', 'tig']",2
gildepenningen,"['gil', 'de', 'pen', 'nin', 'gen']",5
ontreddering,"['ont', 'red', 'de', 'ring']",4
vermuft,"['ver', 'muft']",2
bestuursambtenaar,"['be', 'stuurs', 'amb', 'te', 'naar']",5
Marshallees,"['Mar', 'shal', 'lees']",3
begeesteren,"['be', 'gees', 'te', 'ren']",4
verramsj,"['ver', 'ramsj']",2
poeierig,"['poei', 'e', 'rig']",3
shredder,"['shred', 'der']",2
immanenter,"['im', 'ma', 'nen', 'ter']",4
staande uitdrukking,"['staan', 'de', 'uit', 'druk', 'king']",5
spoonerisme,"['spoo', 'ne', 'ris', 'me']",4
mediageil,"['me', 'dia', 'geil']",3
gunnend,"['gun', 'nend']",2
lastremmetje,"['last', 'rem', 'me', 'tje']",4
geslepen,"['ge', 'sle', 'pen']",3
stuwstraalmotortje,"['stuw', 'straal', 'mo', 'tor', 'tje']",5
pff,['pff'],1
eïssen,"['eïs', 'sen']",2
bolligst,"['bol', 'ligst']",2
grabbend,"['grab', 'bend']",2
karakterloosheden,"['ka', 'rak', 'ter', 'loos', 'he', 'den']",6
gezwoeg,"['ge', 'zwoeg']",2
benemend,"['be', 'ne', 'mend']",3
defaitisme,"['de', 'fai', 'tis', 'me']",4
pias,"['pi', 'as']",2
griendwaarden,"['griend', 'waar', 'den']",3
graaikapitalisme,"['graai', 'ka', 'pi', 'ta', 'lis', 'me']",6
achterlijk,"['ach', 'ter', 'lijk']",3
vakmanschap,"['vak', 'man', 'schap']",3
aanmaakblok,"['aan', 'maak', 'blok']",3
Naamste,"['Naams', 'te']",2
dompelt,"['dom', 'pelt']",2
wereldvreemd,"['we', 'reld', 'vreemd']",3
stereo-installaties,"['ste', 'reo-in', 'stal', 'la', 'ties']",5
ijsriviertjes,"['ijs', 'ri', 'vier', 'tjes']",4
halfzusje,"['half', 'zus', 'je']",3
menslievends,"['mens', 'lie', 'vends']",3
giftslangetjes,"['gift', 'slan', 'ge', 'tjes']",4
preferentieel,"['pre', 'fe', 'ren', 'ti', 'eel']",5
optellertje,"['op', 'tel', 'ler', 'tje']",4
fotosysteem,"['fo', 'to', 'sys', 'teem']",4
zeepolder,"['zee', 'pol', 'der']",3
reageerbuis,"['re', 'a', 'geer', 'buis']",4
knijperigere,"['knij', 'pe', 'ri', 'ge', 're']",5
goorlappen,"['goor', 'lap', 'pen']",3
welkomstwoorden,"['wel', 'komst', 'woor', 'den']",4
grafietsmering,"['gra', 'fiet', 'sme', 'ring']",4
gyneseksueeltjes,"['gy', 'ne', 'sek', 'su', 'eel', 'tjes']",6
zendernetten,"['zen', 'der', 'net', 'ten']",4
beslissender,"['be', 'slis', 'sen', 'der']",4
bon,['bon'],1
uitscheiden,"['uit', 'schei', 'den']",3
goudkoorts,"['goud', 'koorts']",2
kostumeren,"['kos', 'tu', 'me', 'ren']",4
legbak,"['leg', 'bak']",2
bevolkingsaanwas,"['be', 'vol', 'kings', 'aan', 'was']",5
sporenvrucht,"['spo', 'ren', 'vrucht']",3
rebelleren,"['re', 'bel', 'le', 'ren']",4
hef,['hef'],1
ruw,['ruw'],1
opspuiten,"['op', 'spui', 'ten']",3
signaaloranje,"['sig', 'naal', 'o', 'ran', 'je']",5
kwijtgespeeld,"['kwijt', 'ge', 'speeld']",3
ongerechtigheid,"['on', 'ge', 'rech', 'tig', 'heid']",5
slakkenbestrijdingsmiddel,"['slak', 'ken', 'be', 'strij', 'dings', 'mid', 'del']",7
ambtswoningen,"['ambts', 'wo', 'nin', 'gen']",4
acetaat,"['ace', 'taat']",2
bekogelt,"['be', 'ko', 'gelt']",3
flagellanten,"['fla', 'gel', 'lan', 'ten']",4
prepositie,"['pre', 'po', 'si', 'tie']",4
#NAME?,['-aat'],1
antithese,"['an', 'ti', 'the', 'se']",4
zeilletter,"['zeil', 'let', 'ter']",3
verffabriek,"['verf', 'fa', 'briek']",3
naambekendheid,"['naam', 'be', 'kend', 'heid']",4
droogleggen,"['droog', 'leg', 'gen']",3
trottinetten,"['trot', 'ti', 'net', 'ten']",4
mekaar,"['me', 'kaar']",2
tasvelden,"['tas', 'vel', 'den']",3
verbindende,"['ver', 'bin', 'den', 'de']",4
luminescentie,"['lu', 'mi', 'nes', 'cen', 'tie']",5
heggenschaar,"['heg', 'gen', 'schaar']",3
noodweer,"['nood', 'weer']",2
magnifieke,"['mag', 'ni', 'fie', 'ke']",4
code,"['co', 'de']",2
acuuts,['acuuts'],1
bedwingen,"['be', 'dwin', 'gen']",3
epotests,"['epo', 'tests']",2
reizigerscompartimentje,"['rei', 'zi', 'gers', 'com', 'par', 'ti', 'ment', 'je']",8
schoongewreven,"['schoon', 'ge', 'wre', 'ven']",4
zeptocoulombtjes,"['zep', 'to', 'cou', 'lomb', 'tjes']",5
concessionelere,"['con', 'ces', 'si', 'o', 'ne', 'le', 're']",7
kinderjury,"['kin', 'der', 'ju', 'ry']",4
koppie-peest,"['kop', 'pie-peest']",2
energiehandelaartje,"['ener', 'gie', 'han', 'de', 'laar', 'tje']",6
titeltjes,"['ti', 'tel', 'tjes']",3
opstijgen,"['op', 'stij', 'gen']",3
beregelen,"['be', 're', 'ge', 'len']",4
koelvloeistof,"['koel', 'vloei', 'stof']",3
heteronoom,"['he', 'te', 'ro', 'noom']",4
rolde na,"['rol', 'de', 'na']",3
metgezellen,"['met', 'ge', 'zel', 'len']",4
spamfiltertjes,"['spam', 'fil', 'ter', 'tjes']",4
reformhuis,"['re', 'form', 'huis']",3
l's,"[""l's""]",1
villa,"['vil', 'la']",2
bladkussentjes,"['blad', 'kus', 'sen', 'tjes']",4
Fes-majeur,"['Fes-ma', 'jeur']",2
wintervakantietjes,"['win', 'ter', 'va', 'kan', 'tie', 'tjes']",6
Krim,['Krim'],1
barrelhouse,"['bar', 'rel', 'house']",3
transportwagen,"['trans', 'port', 'wa', 'gen']",4
hebt,['hebt'],1
basiliekjes,"['ba', 'si', 'liek', 'jes']",4
bate,"['ba', 'te']",2
exogamie,"['exo', 'ga', 'mie']",3
kantoorsletjes,"['kan', 'toor', 'slet', 'jes']",4
geschuifel,"['ge', 'schui', 'fel']",3
autarkie,"['au', 'tar', 'kie']",3
geomberd,"['ge', 'om', 'berd']",3
HDTV,['HDTV'],1
duivelsdozijntjes,"['dui', 'vels', 'do', 'zijn', 'tjes']",5
kleerkastje,"['kleer', 'kast', 'je']",3
opspraak,"['op', 'spraak']",2
strafkamer,"['straf', 'ka', 'mer']",3
kroonzaag,"['kroon', 'zaag']",2
tangocursussen,"['tan', 'go', 'cur', 'sus', 'sen']",5
osteon,"['os', 'te', 'on']",3
dromertjes,"['dro', 'mer', 'tjes']",3
gevost,"['ge', 'vost']",2
spiegelruit,"['spie', 'gel', 'ruit']",3
zoet-zout,['zoet-zout'],1
AMvB,['AMvB'],1
woekergeld,"['woe', 'ker', 'geld']",3
voetbalschoenen,"['voet', 'bal', 'schoe', 'nen']",4
graafje,"['graaf', 'je']",2
bewaard,"['be', 'waard']",2
box,['box'],1
sijfelen,"['sij', 'fe', 'len']",3
systematiseren,"['sys', 'te', 'ma', 'ti', 'se', 'ren']",6
handicap,"['han', 'di', 'cap']",3
urn,['urn'],1
grafruimte,"['graf', 'ruim', 'te']",3
minestra,"['mi', 'nes', 'tra']",3
sappig,"['sap', 'pig']",2
ontfermd,"['ont', 'fermd']",2
binnendraad,"['bin', 'nen', 'draad']",3
bedroegen,"['be', 'droe', 'gen']",3
scheer,['scheer'],1
sluitingstijd,"['slui', 'tings', 'tijd']",3
ecosocialisme,"['eco', 'so', 'ci', 'a', 'lis', 'me']",6
visitekaartje,"['vi', 'si', 'te', 'kaart', 'je']",5
toonstelsel,"['toon', 'stel', 'sel']",3
emigrante,"['emi', 'gran', 'te']",3
