woorden,lettergrepen,aantal lettergrepen
avondbijeenkomsten,"['avond', 'bij', 'een', 'kom', 'sten']",5
jongenskostschool,"['jon', 'gens', 'kost', 'school']",4
voetbalidolen,"['voet', 'bal', 'i', 'do', 'len']",5
overspel,"['over', 'spel']",2
oelèëbalang,"['oe', 'lèë', 'ba', 'lang']",4
Meru,"['Me', 'ru']",2
opgekamd,"['op', 'ge', 'kamd']",3
onwelgevoegelijke,"['on', 'wel', 'ge', 'voe', 'ge', 'lij', 'ke']",7
vlieg weg,"['vlieg', 'weg']",2
zandstenen,"['zand', 'ste', 'nen']",3
catastrofaal,"['ca', 'tas', 'tro', 'faal']",4
bergeracs,"['ber', 'ge', 'racs']",3
petechie,"['pe', 'te', 'chie']",3
Rechters,"['Rech', 'ters']",2
onderstboven,"['on', 'derst', 'bo', 'ven']",4
solliciteerde,"['sol', 'li', 'ci', 'teer', 'de']",5
naspoelt,"['na', 'spoelt']",2
abolitie,"['abo', 'li', 'tie']",3
dienstvaardig,"['dienst', 'vaar', 'dig']",3
eega,"['ee', 'ga']",2
dreuzel,"['dreu', 'zel']",2
elliptisch,"['el', 'lip', 'tisch']",3
geproost,"['ge', 'proost']",2
vrijlaten,"['vrij', 'la', 'ten']",3
warmte,"['warm', 'te']",2
muziekkorps,"['mu', 'ziek', 'korps']",3
kabelgracht,"['ka', 'bel', 'gracht']",3
robinsonadetje,"['ro', 'bin', 'so', 'na', 'de', 'tje']",6
aanvalsoorlog,"['aan', 'vals', 'oor', 'log']",4
Maleachi,"['Ma', 'le', 'a', 'chi']",4
oudewijvenzomertje,"['ou', 'de', 'wij', 'ven', 'zo', 'mer', 'tje']",7
jatagan,"['ja', 'ta', 'gan']",3
thuisfront,"['thuis', 'front']",2
grasmodderpaard,"['gras', 'mod', 'der', 'paard']",4
ultimatum,"['ul', 'ti', 'ma', 'tum']",4
Uruguay,"['Uru', 'guay']",2
wegwerkten,"['weg', 'werk', 'ten']",3
eutrofie,"['eu', 'tro', 'fie']",3
munitiekisten,"['mu', 'ni', 'tie', 'kis', 'ten']",5
juxtaponeert,"['jux', 'ta', 'po', 'neert']",4
wiegelde,"['wie', 'gel', 'de']",3
suikertjes,"['sui', 'ker', 'tjes']",3
geijsbeerd,"['ge', 'ijs', 'beerd']",3
letternaam,"['let', 'ter', 'naam']",3
kinderzegen,"['kin', 'der', 'ze', 'gen']",4
plande in,"['plan', 'de', 'in']",3
zwangerschapsgymnastiek,"['zwan', 'ger', 'schaps', 'gym', 'nas', 'tiek']",6
onverbreed,"['on', 'ver', 'breed']",3
MediaWiki,"['Me', 'dia', 'Wi', 'ki']",4
Luxemburger,"['Luxem', 'bur', 'ger']",3
planologische,"['pla', 'no', 'lo', 'gi', 'sche']",5
zenderkleuringen,"['zen', 'der', 'kleu', 'rin', 'gen']",5
womanizer,"['wo', 'ma', 'ni', 'zer']",4
contestatie,"['con', 'tes', 'ta', 'tie']",4
gestrektste,"['ge', 'strekt', 'ste']",3
herhalingsgetalletje,"['her', 'ha', 'lings', 'ge', 'tal', 'le', 'tje']",7
twaalftallig,"['twaalf', 'tal', 'lig']",3
zwaarwegend,"['zwaar', 'we', 'gend']",3
lotgevallen,"['lot', 'ge', 'val', 'len']",4
casus,"['ca', 'sus']",2
paus,['paus'],1
aanwijzende voornaamwoorden,"['aan', 'wij', 'zen', 'de', 'voor', 'naam', 'woor', 'den']",8
aambeeldsblokjes,"['aam', 'beelds', 'blok', 'jes']",4
dat is geen klein bier,"['dat', 'is', 'geen', 'klein', 'bier']",5
kotter,"['kot', 'ter']",2
eilandsraad,"['ei', 'lands', 'raad']",3
doorslaan,"['door', 'slaan']",2
hoofddoek,"['hoofd', 'doek']",2
onterfd,"['ont', 'erfd']",2
roggetjes,"['rog', 'ge', 'tjes']",3
ontgoocheld,"['ont', 'goo', 'cheld']",3
tijdperk,"['tijd', 'perk']",2
reisde,"['reis', 'de']",2
Enga,"['En', 'ga']",2
boekengek,"['boe', 'ken', 'gek']",3
Tzotzil,"['Tzot', 'zil']",2
inspannen,"['in', 'span', 'nen']",3
inlevingsvermogens,"['in', 'le', 'vings', 'ver', 'mo', 'gens']",6
aantrekkelijk,"['aan', 'trek', 'ke', 'lijk']",4
lijnrijder,"['lijn', 'rij', 'der']",3
vierendeelt,"['vie', 'ren', 'deelt']",3
Verenigd Koninkrijk,"['Ver', 'enigd', 'Ko', 'nink', 'rijk']",5
aanmeldcentrums,"['aan', 'meld', 'cen', 'trums']",4
vervormen,"['ver', 'vor', 'men']",3
fokschaapjes,"['fok', 'schaap', 'jes']",3
burgerlijk,"['bur', 'ger', 'lijk']",3
tandvlees,"['tand', 'vlees']",2
bloede,"['bloe', 'de']",2
klopt,['klopt'],1
vertolk,"['ver', 'tolk']",2
mier,['mier'],1
meubilair,"['meu', 'bi', 'lair']",3
vetarme,"['vet', 'ar', 'me']",3
tweevoud,"['twee', 'voud']",2
Elstenaar,"['El', 'ste', 'naar']",3
niet-aflatende,"['niet-af', 'la', 'ten', 'de']",4
mannequin,"['man', 'ne', 'quin']",3
postdoosjes,"['post', 'doos', 'jes']",3
regeringsfracties,"['re', 'ge', 'rings', 'frac', 'ties']",5
proton,"['pro', 'ton']",2
zesjarig,"['zes', 'ja', 'rig']",3
aasden,"['aas', 'den']",2
rover,"['ro', 'ver']",2
plantengemeenschap,"['plan', 'ten', 'ge', 'meen', 'schap']",5
leukocyt,"['leu', 'ko', 'cyt']",3
zomerfeesten,"['zo', 'mer', 'fees', 'ten']",4
jaknikken,"['ja', 'knik', 'ken']",3
dichterbij,"['dich', 'ter', 'bij']",3
hoepnet,"['hoep', 'net']",2
opfleuren,"['op', 'fleu', 'ren']",3
recent,"['re', 'cent']",2
bijgezet,"['bij', 'ge', 'zet']",3
zakkam,"['zak', 'kam']",2
rabarber,"['ra', 'bar', 'ber']",3
aardoppervlakjes,"['aard', 'op', 'per', 'vlak', 'jes']",5
rot,['rot'],1
kinderparticipatie,"['kin', 'der', 'par', 'ti', 'ci', 'pa', 'tie']",7
amateurvoetbalster,"['ama', 'teur', 'voet', 'bal', 'ster']",5
reder,"['re', 'der']",2
consul,"['con', 'sul']",2
gecompliceerde,"['ge', 'com', 'pli', 'ceer', 'de']",5
kaaksbenen,"['kaaks', 'be', 'nen']",3
screenden,"['screen', 'den']",2
Betelgeuze,"['Be', 'tel', 'geu', 'ze']",4
computerspellen,"['com', 'pu', 'ter', 'spel', 'len']",5
zeegrasveld,"['zee', 'gras', 'veld']",3
cellulair,"['cel', 'lu', 'lair']",3
rock-'n-roll,"[""rock-'n-roll""]",1
zoetgevooisd,"['zoet', 'ge', 'vooisd']",3
taakopdracht,"['taak', 'op', 'dracht']",3
vliege over,"['vlie', 'ge', 'over']",3
slobberigst,"['slob', 'be', 'rigst']",3
verfbrem,"['verf', 'brem']",2
stipt,['stipt'],1
guurheid,"['guur', 'heid']",2
losgeknoopte,"['los', 'ge', 'knoop', 'te']",4
lulletjes,"['lul', 'le', 'tjes']",3
even,['even'],1
eindejaarspremie,"['ein', 'de', 'jaars', 'pre', 'mie']",5
aanrandertje,"['aan', 'ran', 'der', 'tje']",4
doorspekte,"['door', 'spek', 'te']",3
kitvos,"['kit', 'vos']",2
lepidopterist,"['le', 'pi', 'dop', 'te', 'rist']",5
zedenkundig,"['ze', 'den', 'kun', 'dig']",4
straatlicensiaat,"['straat', 'li', 'cen', 'si', 'aat']",5
Oostenrijk,"['Oos', 'ten', 'rijk']",3
ontgas,"['ont', 'gas']",2
tuig,['tuig'],1
cascadeur,"['cas', 'ca', 'deur']",3
hazenjacht,"['ha', 'zen', 'jacht']",3
stokmannetjes,"['stok', 'man', 'ne', 'tjes']",4
kregelste,"['kre', 'gel', 'ste']",3
tijdsinterval,"['tijds', 'in', 'ter', 'val']",4
oliespuitjes,"['olie', 'spuit', 'jes']",3
endemisme,"['en', 'de', 'mis', 'me']",4
begeleiding,"['be', 'ge', 'lei', 'ding']",4
Zuid-Afrika,"['Zuid-Afri', 'ka']",2
fasehoek,"['fa', 'se', 'hoek']",3
verraad,"['ver', 'raad']",2
roggebrood,"['rog', 'ge', 'brood']",3
antischoonzoonclausule,"['an', 'ti', 'schoon', 'zoon', 'clau', 'su', 'le']",7
mythomaan,"['my', 'tho', 'maan']",3
spijtig,"['spij', 'tig']",2
egalisatie,"['ega', 'li', 'sa', 'tie']",4
helmhout,"['helm', 'hout']",2
witteboordencrimineel,"['wit', 'te', 'boor', 'den', 'cri', 'mi', 'neel']",7
Dime,"['Di', 'me']",2
gaggelend,"['gag', 'ge', 'lend']",3
blinkt op,"['blinkt', 'op']",2
drecheerde,"['dre', 'cheer', 'de']",3
aandachttekort,"['aan', 'dacht', 'te', 'kort']",4
spitssnuitdolfijnen,"['spits', 'snuit', 'dol', 'fij', 'nen']",5
madrigaal,"['ma', 'dri', 'gaal']",3
Wikiquote,"['Wi', 'ki', 'quote']",3
computerbedrijfjes,"['com', 'pu', 'ter', 'be', 'drijf', 'jes']",6
brandstofcel,"['brand', 'stof', 'cel']",3
doorregener,"['door', 're', 'ge', 'ner']",4
taalconflict,"['taal', 'con', 'flict']",3
65+-kaartje,"['65+-kaart', 'je']",2
bovenmenselijkste,"['bo', 'ven', 'men', 'se', 'lijk', 'ste']",6
wraakbare,"['wraak', 'ba', 're']",3
voorzetsel,"['voor', 'zet', 'sel']",3
innocentst,"['in', 'no', 'centst']",3
spieken,"['spie', 'ken']",2
goorlap,"['goor', 'lap']",2
aanbalk,"['aan', 'balk']",2
jakkes,"['jak', 'kes']",2
parlevinker,"['par', 'le', 'vin', 'ker']",4
hamerstuk,"['ha', 'mer', 'stuk']",3
koerslijn,"['koers', 'lijn']",2
heroperatie,"['her', 'ope', 'ra', 'tie']",4
abaisse,"['abais', 'se']",2
pleidooi,"['plei', 'dooi']",2
noodhamertjes,"['nood', 'ha', 'mer', 'tjes']",4
affuit,"['af', 'fuit']",2
onderstroomt,"['on', 'der', 'stroomt']",3
visseizoen,"['vis', 'sei', 'zoen']",3
beleidsmatigs,"['be', 'leids', 'ma', 'tigs']",4
keuzevakje,"['keu', 'ze', 'vak', 'je']",4
televisiegidsen,"['te', 'le', 'vi', 'sie', 'gid', 'sen']",6
aantreden,"['aan', 'tre', 'den']",3
storing,"['sto', 'ring']",2
situeerde,"['si', 'tu', 'eer', 'de']",4
knijpen,"['knij', 'pen']",2
danseres,"['dan', 'se', 'res']",3
gesofisticeerde,"['ge', 'so', 'fis', 'ti', 'ceer', 'de']",6
flandricismen,"['flan', 'dri', 'cis', 'men']",4
uitspuugt,"['uit', 'spuugt']",2
intriges,"['in', 'tri', 'ges']",3
aanlooptransformatoren,"['aan', 'loop', 'trans', 'for', 'ma', 'to', 'ren']",7
verwittigende,"['ver', 'wit', 'ti', 'gen', 'de']",5
vorsers,"['vor', 'sers']",2
traumahelikopter,"['trau', 'ma', 'he', 'li', 'kop', 'ter']",6
microwave,"['mi', 'cro', 'wave']",3
Quechua,"['Que', 'chua']",2
slavenhandel,"['sla', 'ven', 'han', 'del']",4
ramboetan,"['ram', 'boe', 'tan']",3
safe,['safe'],1
grunge,['grunge'],1
rekenmachine,"['re', 'ken', 'ma', 'chi', 'ne']",5
Azerbeidzjan,"['Azer', 'bei', 'dzjan']",3
zielenroerselen,"['zie', 'len', 'roer', 'se', 'len']",5
viere,"['vie', 're']",2
thermogener,"['ther', 'mo', 'ge', 'ner']",4
filmposters,"['film', 'pos', 'ters']",3
kinderkerken,"['kin', 'der', 'ker', 'ken']",4
acceleratietjes,"['ac', 'ce', 'le', 'ra', 'tie', 'tjes']",6
zone,"['zo', 'ne']",2
verbolgeners,"['ver', 'bol', 'ge', 'ners']",4
wandelsport,"['wan', 'del', 'sport']",3
pruilde,"['pruil', 'de']",2
bomvrijste,"['bom', 'vrij', 'ste']",3
vijfdelig,"['vijf', 'de', 'lig']",3
woestenij,"['woes', 'te', 'nij']",3
schaafstro,"['schaaf', 'stro']",2
trapleer,"['trap', 'leer']",2
demarquerend,"['de', 'mar', 'que', 'rend']",4
dretste,"['drets', 'te']",2
opladertjes,"['op', 'la', 'der', 'tjes']",4
hogeschoolrijden,"['ho', 'ge', 'school', 'rij', 'den']",5
depolarisaties,"['de', 'po', 'la', 'ri', 'sa', 'ties']",6
volgehangen,"['vol', 'ge', 'han', 'gen']",4
waterrijk,"['wa', 'ter', 'rijk']",3
dwangmaatregel,"['dwang', 'maat', 're', 'gel']",4
internetverhalen,"['in', 'ter', 'net', 'ver', 'ha', 'len']",6
sijperen,"['sij', 'pe', 'ren']",3
evaluatierapportje,"['eva', 'lu', 'a', 'tie', 'rap', 'port', 'je']",7
kostendrukkendere,"['kos', 'ten', 'druk', 'ken', 'de', 're']",6
gevlekte lipvissen,"['ge', 'vlek', 'te', 'lip', 'vis', 'sen']",6
weggeknipt,"['weg', 'ge', 'knipt']",3
pluriformiteit,"['plu', 'ri', 'for', 'mi', 'teit']",5
muze,"['mu', 'ze']",2
Annekes,"['An', 'ne', 'kes']",3
sponsorlopen,"['spon', 'sor', 'lo', 'pen']",4
paljas,"['pal', 'jas']",2
redend,"['re', 'dend']",2
zwaarwegende,"['zwaar', 'we', 'gen', 'de']",4
oostkust,"['oost', 'kust']",2
fokte,"['fok', 'te']",2
voorbestemmen,"['voor', 'be', 'stem', 'men']",4
aangezichtje,"['aan', 'ge', 'zicht', 'je']",4
functie-eis,"['func', 'tie-eis']",2
tweede kerstdag,"['twee', 'de', 'kerst', 'dag']",4
najagen,"['na', 'ja', 'gen']",3
salafist,"['sa', 'la', 'fist']",3
controversioneel,"['con', 'tro', 'ver', 'si', 'o', 'neel']",6
vinnigers,"['vin', 'ni', 'gers']",3
sidekick,"['side', 'kick']",2
nazenden,"['na', 'zen', 'den']",3
eens,['eens'],1
jeugdpuistje,"['jeugd', 'puist', 'je']",3
profanatie,"['pro', 'fa', 'na', 'tie']",4
coronagriepen,"['co', 'ro', 'na', 'grie', 'pen']",5
merendeel,"['me', 'ren', 'deel']",3
glibberen,"['glib', 'be', 'ren']",3
onderstromend,"['on', 'der', 'stro', 'mend']",4
maatschappelijk,"['maat', 'schap', 'pe', 'lijk']",4
matje,"['mat', 'je']",2
droogzwierders,"['droog', 'zwier', 'ders']",3
roemrijker,"['roem', 'rij', 'ker']",3
springhaas,"['spring', 'haas']",2
ijzerertsen,"['ij', 'zer', 'ert', 'sen']",4
hyena,"['hy', 'e', 'na']",3
plezantst,"['ple', 'zantst']",2
hurkje,"['hurk', 'je']",2
destillaat,"['des', 'til', 'laat']",3
slikkend,"['slik', 'kend']",2
oogmasker,"['oog', 'mas', 'ker']",3
involucrum,"['in', 'vo', 'lu', 'crum']",4
weerlegbaardere,"['weer', 'leg', 'baar', 'de', 're']",5
standwerker,"['stand', 'wer', 'ker']",3
drukvel,"['druk', 'vel']",2
mensonterender,"['mens', 'ont', 'eren', 'der']",4
legenda,"['le', 'gen', 'da']",3
aangezweefd,"['aan', 'ge', 'zweefd']",3
gewaarmerkt,"['ge', 'waar', 'merkt']",3
aandelenfondsen,"['aan', 'de', 'len', 'fond', 'sen']",5
roestiger,"['roes', 'ti', 'ger']",3
waf,['waf'],1
full colour,"['full', 'co', 'lour']",3
bobbeligere,"['bob', 'be', 'li', 'ge', 're']",5
monumentaal,"['mo', 'nu', 'men', 'taal']",4
bewerken,"['be', 'wer', 'ken']",3
reisvaardigere,"['reis', 'vaar', 'di', 'ge', 're']",5
achtererf,"['ach', 'ter', 'erf']",3
kemphaantjes,"['kemp', 'haan', 'tjes']",3
meenemen,"['mee', 'ne', 'men']",3
kluut,['kluut'],1
bitcoinmiljonair,"['bit', 'coin', 'mil', 'jo', 'nair']",5
research,"['re', 'search']",2
zomercursusjes,"['zo', 'mer', 'cur', 'sus', 'jes']",5
fluitscheepje,"['fluit', 'scheep', 'je']",3
marteko,"['mar', 'te', 'ko']",3
zakenmagazines,"['za', 'ken', 'ma', 'ga', 'zi', 'nes']",6
hoofdzakelijk,"['hoofd', 'za', 'ke', 'lijk']",4
sinus,"['si', 'nus']",2
screwdriver,"['screw', 'dri', 'ver']",3
de mens is voor de mens een mens,"['de', 'mens', 'is', 'voor', 'de', 'mens', 'een', 'mens']",8
ruiterij,"['rui', 'te', 'rij']",3
at af,"['at', 'af']",2
gildesysteem,"['gil', 'de', 'sys', 'teem']",4
spoed,['spoed'],1
oplichtster,"['op', 'licht', 'ster']",3
alleseter,"['al', 'les', 'eter']",3
zaklamp,"['zak', 'lamp']",2
hogesnelheidstrein,"['ho', 'ge', 'snel', 'heids', 'trein']",5
grijsde,"['grijs', 'de']",2
computergebruikers,"['com', 'pu', 'ter', 'ge', 'brui', 'kers']",6
refluxkoelertje,"['re', 'flux', 'koe', 'ler', 'tje']",5
vacante,"['va', 'can', 'te']",3
scholver,"['scho', 'lver']",2
Maleisië,"['Ma', 'lei', 'sië']",3
ei,['ei'],1
voorwielophanging,"['voor', 'wiel', 'op', 'han', 'ging']",5
holenduif,"['ho', 'len', 'duif']",3
baaidagen,"['baai', 'da', 'gen']",3
vriezend,"['vrie', 'zend']",2
betrouwbaarheidsintervalletje,"['be', 'trouw', 'baar', 'heids', 'in', 'ter', 'val', 'le', 'tje']",9
ijl,['ijl'],1
vriesdrogen,"['vries', 'dro', 'gen']",3
gepiep,"['ge', 'piep']",2
bekommeren,"['be', 'kom', 'me', 'ren']",4
storen,"['sto', 'ren']",2
fluweligers,"['flu', 'we', 'li', 'gers']",4
ophoepelen,"['op', 'hoe', 'pe', 'len']",4
Spartaans,"['Spar', 'taans']",2
ontsnappe,"['ont', 'snap', 'pe']",3
Panama,"['Pa', 'na', 'ma']",3
steno,"['ste', 'no']",2
gillen,"['gil', 'len']",2
relance,"['re', 'lan', 'ce']",3
verontrusts,"['ver', 'ont', 'rusts']",3
boa constrictor,"['boa', 'con', 'stric', 'tor']",4
crisiswaarborgen,"['cri', 'sis', 'waar', 'bor', 'gen']",5
afweermechanismen,"['af', 'weer', 'me', 'cha', 'nis', 'men']",6
Potosi,"['Po', 'to', 'si']",3
lammetje,"['lam', 'me', 'tje']",3
parkzijde,"['park', 'zij', 'de']",3
infirmaties,"['in', 'fir', 'ma', 'ties']",4
basisvormingstoetsen,"['ba', 'sis', 'vor', 'mings', 'toet', 'sen']",6
santinnen,"['san', 'tin', 'nen']",3
coronalockdowntjes,"['co', 'ro', 'na', 'lock', 'down', 'tjes']",6
ongehoorzaam,"['on', 'ge', 'hoor', 'zaam']",4
zorgwekkendheid,"['zorg', 'wek', 'kend', 'heid']",4
gejodeld,"['ge', 'jo', 'deld']",3
Verenigde Staten van Amerika,"['Ver', 'enig', 'de', 'Sta', 'ten', 'van', 'Am', 'eri', 'ka']",9
Illinois,"['Il', 'li', 'nois']",3
Balineest,"['Ba', 'li', 'neest']",3
notenbalken,"['no', 'ten', 'bal', 'ken']",4
afhaakten,"['af', 'haak', 'ten']",3
alpenhoorntje,"['al', 'pen', 'hoorn', 'tje']",4
aandelensplitsinkje,"['aan', 'de', 'len', 'split', 'sin', 'kje']",6
drieledige,"['drie', 'le', 'di', 'ge']",4
sneeuwwit,"['sneeuw', 'wit']",2
huzarenhoop,"['hu', 'za', 'ren', 'hoop']",4
kamergrootte,"['ka', 'mer', 'groot', 'te']",4
-iaan,['-iaan'],1
stageren,"['sta', 'ge', 'ren']",3
palingsound,"['pa', 'ling', 'sound']",3
linkfixjes,"['link', 'fix', 'jes']",3
hopeloosheden,"['ho', 'pe', 'loos', 'he', 'den']",5
haboob,"['ha', 'boob']",2
skûtsje,"['skût', 'sje']",2
stresssyndromen,"['stress', 'syn', 'dro', 'men']",4
houtenjassenpark,"['hou', 'ten', 'jas', 'sen', 'park']",5
cadeau,"['ca', 'deau']",2
gevarenpremietjes,"['ge', 'va', 'ren', 'pre', 'mie', 'tjes']",6
blimbings,"['blim', 'bings']",2
hoogdravends,"['hoog', 'dra', 'vends']",3
legde om,"['leg', 'de', 'om']",3
troosters,"['troos', 'ters']",2
verbruiksbelasting,"['ver', 'bruiks', 'be', 'las', 'ting']",5
schijnwerpers,"['schijn', 'wer', 'pers']",3
conductor,"['con', 'duc', 'tor']",3
savanne,"['sa', 'van', 'ne']",3
frambozenazijn,"['fram', 'bo', 'zen', 'azijn']",4
selectie,"['se', 'lec', 'tie']",3
urologisch,"['uro', 'lo', 'gisch']",3
hommel,"['hom', 'mel']",2
tafels,"['ta', 'fels']",2
zette gevangen,"['zet', 'te', 'ge', 'van', 'gen']",5
Waals-Brabant,"['Waals-Bra', 'bant']",2
salut,"['sa', 'lut']",2
sleeptouw,"['sleep', 'touw']",2
vloog weg,"['vloog', 'weg']",2
engelenkoor,"['en', 'ge', 'len', 'koor']",4
Indo-europees,"['In', 'do-eu', 'ro', 'pees']",4
doorzichtig,"['door', 'zich', 'tig']",3
winderig,"['win', 'de', 'rig']",3
longitude,"['lon', 'gi', 'tu', 'de']",4
tonsillectomie,"['ton', 'sil', 'lec', 'to', 'mie']",5
ambivalent,"['am', 'bi', 'va', 'lent']",4
vellenploter,"['vel', 'len', 'plo', 'ter']",4
naaimachine,"['naai', 'ma', 'chi', 'ne']",4
leidmotief,"['leid', 'mo', 'tief']",3
feestvieren,"['feest', 'vie', 'ren']",3
dispensationalisme,"['dis', 'pen', 'sa', 'ti', 'o', 'na', 'lis', 'me']",8
zomermaanden,"['zo', 'mer', 'maan', 'den']",4
amblyopie,"['am', 'bly', 'o', 'pie']",4
waaroverheen,"['waar', 'over', 'heen']",3
verkieselijk,"['ver', 'kie', 'se', 'lijk']",4
taalgebruik,"['taal', 'ge', 'bruik']",3
AAW-voorzieninkjes,"['AAW-voor', 'zie', 'nin', 'kjes']",4
deprimeren,"['de', 'pri', 'me', 'ren']",4
shakuhachi,"['sha', 'ku', 'ha', 'chi']",4
Portugese,"['Por', 'tu', 'ge', 'se']",4
voortreed,"['voor', 'treed']",2
gebied,"['ge', 'bied']",2
koemboepalm,"['koem', 'boe', 'palm']",3
lucht,['lucht'],1
Zaandammers,"['Zaan', 'dam', 'mers']",3
kroelen,"['kroe', 'len']",2
gouache,"['gou', 'a', 'che']",3
bespikkelde,"['be', 'spik', 'kel', 'de']",4
pienter,"['pien', 'ter']",2
voosde,"['voos', 'de']",2
modulus,"['mo', 'du', 'lus']",3
woordbetekenissen,"['woord', 'be', 'te', 'ke', 'nis', 'sen']",6
tormenteren,"['tor', 'men', 'te', 'ren']",4
ingeklonken,"['in', 'ge', 'klon', 'ken']",4
straalpijp,"['straal', 'pijp']",2
zeedier,"['zee', 'dier']",2
redevoeren,"['re', 'de', 'voe', 'ren']",4
gratenbaal,"['gra', 'ten', 'baal']",3
gebak,"['ge', 'bak']",2
verfomfaaidere,"['ver', 'fom', 'faai', 'de', 're']",5
natuurtekenaartje,"['na', 'tuur', 'te', 'ke', 'naar', 'tje']",6
bekaand,"['be', 'kaand']",2
polen,"['po', 'len']",2
mantelanjer,"['man', 'tel', 'an', 'jer']",4
aciditeit,"['aci', 'di', 'teit']",3
dabde,"['dab', 'de']",2
wantoestandje,"['wan', 'toe', 'stand', 'je']",4
tinatomen,"['tin', 'ato', 'men']",3
segrijn,"['se', 'grijn']",2
winkeldiefstalletje,"['win', 'kel', 'dief', 'stal', 'le', 'tje']",6
absorptieneveltjes,"['ab', 'sorp', 'tie', 'ne', 'vel', 'tjes']",6
driehoek,"['drie', 'hoek']",2
schoolbezoek,"['school', 'be', 'zoek']",3
midgetgolfend,"['mid', 'get', 'gol', 'fend']",4
doffer,"['dof', 'fer']",2
radiografischere,"['ra', 'dio', 'gra', 'fi', 'sche', 're']",6
drukten na,"['druk', 'ten', 'na']",3
langeafstandsfietser,"['lan', 'ge', 'af', 'stands', 'fiet', 'ser']",6
opgezet,"['op', 'ge', 'zet']",3
Chakassisch,"['Cha', 'kas', 'sisch']",3
achterliet,"['ach', 'ter', 'liet']",3
flow,['flow'],1
fasers,"['fa', 'sers']",2
controleer,"['con', 'tro', 'leer']",3
gedeclineerd,"['ge', 'de', 'cli', 'neerd']",4
confessies,"['con', 'fes', 'sies']",3
pelgrim,"['pel', 'grim']",2
graankroket,"['graan', 'kro', 'ket']",3
weggeraakt,"['weg', 'ge', 'raakt']",3
prairies,"['prai', 'ries']",2
epileptische,"['epi', 'lep', 'ti', 'sche']",4
hoogtevrees,"['hoog', 'te', 'vrees']",3
decadetje,"['de', 'ca', 'de', 'tje']",4
Basseveldsen,"['Bas', 'se', 'veld', 'sen']",4
verbazingwekkend,"['ver', 'ba', 'zing', 'wek', 'kend']",5
conatief,"['co', 'na', 'tief']",3
sarren,"['sar', 'ren']",2
oeverkantjes,"['oe', 'ver', 'kant', 'jes']",4
joviaal,"['jo', 'vi', 'aal']",3
rangschikken,"['rang', 'schik', 'ken']",3
mensjewiek,"['men', 'sje', 'wiek']",3
absoluters,"['ab', 'so', 'lu', 'ters']",4
angostura,"['an', 'gos', 'tu', 'ra']",4
heten,"['he', 'ten']",2
sleutelgaatje,"['sleu', 'tel', 'gaat', 'je']",4
bocheligere,"['bo', 'che', 'li', 'ge', 're']",5
renium,"['re', 'ni', 'um']",3
kunstkerstbomen,"['kunst', 'kerst', 'bo', 'men']",4
flikte op,"['flik', 'te', 'op']",3
deelnemers,"['deel', 'ne', 'mers']",3
gelijkstroommotor,"['ge', 'lijk', 'stroom', 'mo', 'tor']",5
paprika,"['pa', 'pri', 'ka']",3
levitatie,"['le', 'vi', 'ta', 'tie']",4
eilandjes,"['ei', 'land', 'jes']",3
voltooid deelwoord,"['vol', 'tooid', 'deel', 'woord']",4
baviaantjes,"['ba', 'vi', 'aan', 'tjes']",4
betoelaagde,"['be', 'toe', 'laag', 'de']",4
chaos,"['cha', 'os']",2
oorstrelend,"['oor', 'stre', 'lend']",3
huiszwaluw,"['huis', 'zwa', 'luw']",3
meisjes,"['meis', 'jes']",2
glanskool,"['glans', 'kool']",2
rechteronderbeen,"['rech', 'ter', 'on', 'der', 'been']",5
bezuiniginkje,"['be', 'zui', 'ni', 'gin', 'kje']",5
ieders,"['ie', 'ders']",2
ridderzaal,"['rid', 'der', 'zaal']",3
preuts,['preuts'],1
lustre,"['lus', 'tre']",2
autochtoners,"['au', 'toch', 'to', 'ners']",4
mixend,['mixend'],1
stuka,"['stu', 'ka']",2
inkochelen,"['in', 'ko', 'che', 'len']",4
reformeren,"['re', 'for', 'me', 'ren']",4
fis-klein,['fis-klein'],1
antennewinst,"['an', 'ten', 'ne', 'winst']",4
zeegevecht,"['zee', 'ge', 'vecht']",3
pindapoepchinees,"['pin', 'da', 'poep', 'chi', 'nees']",5
keulenaar,"['keu', 'le', 'naar']",3
aanbestedingen,"['aan', 'be', 'ste', 'din', 'gen']",5
praalstadjes,"['praal', 'stad', 'jes']",3
lycopodium,"['ly', 'co', 'po', 'di', 'um']",5
kliever,"['klie', 'ver']",2
regularisatiecampagne,"['re', 'gu', 'la', 'ri', 'sa', 'tie', 'cam', 'pag', 'ne']",9
godje,"['god', 'je']",2
nachte,"['nach', 'te']",2
wattenstaafje,"['wat', 'ten', 'staaf', 'je']",4
Imroing,"['Im', 'ro', 'ing']",3
ragfijn,"['rag', 'fijn']",2
aangemelde,"['aan', 'ge', 'mel', 'de']",4
crapuleuste,"['cra', 'pu', 'leus', 'te']",4
rij zwart,"['rij', 'zwart']",2
gebruikt,"['ge', 'bruikt']",2
sec,['sec'],1
wakvlakte,"['wak', 'vlak', 'te']",3
brandweerwagen,"['brand', 'weer', 'wa', 'gen']",4
pannenkoek,"['pan', 'nen', 'koek']",3
elementair deeltje,"['ele', 'men', 'tair', 'deel', 'tje']",5
dateert,"['da', 'teert']",2
doorhad,"['door', 'had']",2
domeinen,"['do', 'mei', 'nen']",3
stoeltjes,"['stoel', 'tjes']",2
