woorden,lettergrepen,aantal lettergrepen
wintersport,"['win', 'ter', 'sport']",3
afbedelen,"['af', 'be', 'de', 'len']",4
lurf,['lurf'],1
zet klaar,"['zet', 'klaar']",2
contacteren,"['con', 'tac', 'te', 'ren']",4
decimaalteken,"['de', 'ci', 'maal', 'te', 'ken']",5
Irak,['Irak'],1
showroom,"['show', 'room']",2
impregneren,"['im', 'preg', 'ne', 'ren']",4
beweid,"['be', 'weid']",2
jansaliegeest,"['jan', 'sa', 'lie', 'geest']",4
toezwaaiend,"['toe', 'zwaai', 'end']",3
frankeren,"['fran', 'ke', 'ren']",3
triomfboog,"['tri', 'omf', 'boog']",3
ruggenmerg,"['rug', 'gen', 'merg']",3
zappen,"['zap', 'pen']",2
bazooka,"['ba', 'zoo', 'ka']",3
wasgeld,"['was', 'geld']",2
kapperkool,"['kap', 'per', 'kool']",3
lamplicht,"['lamp', 'licht']",2
patrimoniaalst,"['pa', 'tri', 'mo', 'ni', 'aalst']",5
boorlingetjes,"['boor', 'lin', 'ge', 'tjes']",4
axel,['axel'],1
orogeen,"['oro', 'geen']",2
kattinnetje,"['kat', 'tin', 'ne', 'tje']",4
mollig,"['mol', 'lig']",2
murmureren,"['mur', 'mu', 're', 'ren']",4
intrek,"['in', 'trek']",2
ukkepukje,"['uk', 'ke', 'puk', 'je']",4
zoogbroeder,"['zoog', 'broe', 'der']",3
telkenmale,"['tel', 'ken', 'ma', 'le']",4
vergeldingen,"['ver', 'gel', 'din', 'gen']",4
daarop,"['daar', 'op']",2
linkeronderbeentjes,"['lin', 'ker', 'on', 'der', 'been', 'tjes']",6
zeevrucht,"['zee', 'vrucht']",2
krijgshaftig,"['krijgs', 'haf', 'tig']",3
aandelenzwendel,"['aan', 'de', 'len', 'zwen', 'del']",5
huisvrouwen,"['huis', 'vrou', 'wen']",3
sportkoepels,"['sport', 'koe', 'pels']",3
Beringzee,"['Be', 'ring', 'zee']",3
overspringen,"['over', 'sprin', 'gen']",3
spaaknippel,"['spaak', 'nip', 'pel']",3
dijkweggetjes,"['dijk', 'weg', 'ge', 'tjes']",4
ontrieven,"['ont', 'rie', 'ven']",3
baarmoeder,"['baar', 'moe', 'der']",3
qui-vive,"['qui-vi', 've']",2
badtassen,"['bad', 'tas', 'sen']",3
kaneelijsje,"['ka', 'neel', 'ijs', 'je']",4
rekeningetjes,"['re', 'ke', 'nin', 'ge', 'tjes']",5
langharigst,"['lang', 'ha', 'rigst']",3
compressiemodulus,"['com', 'pres', 'sie', 'mo', 'du', 'lus']",6
assagaai,"['as', 'sa', 'gaai']",3
okselvijver,"['ok', 'sel', 'vij', 'ver']",4
Christus,"['Chris', 'tus']",2
opbakken,"['op', 'bak', 'ken']",3
aanlegsteigertjes,"['aan', 'leg', 'stei', 'ger', 'tjes']",5
adviseer,"['ad', 'vi', 'seer']",3
Saudischers,"['Sa', 'u', 'di', 'schers']",4
bootreisje,"['boot', 'reis', 'je']",3
exportkampioenen,"['ex', 'port', 'kam', 'pi', 'oe', 'nen']",6
saaiheid,"['saai', 'heid']",2
klankholte,"['klank', 'hol', 'te']",3
fibulae,"['fi', 'bu', 'lae']",3
gevangengezet,"['ge', 'van', 'gen', 'ge', 'zet']",5
overigens,"['ove', 'ri', 'gens']",3
aft,['aft'],1
Will,['Will'],1
backpacker,"['back', 'pac', 'ker']",3
netheidsonderzoek,"['net', 'heids', 'on', 'der', 'zoek']",5
petroglief,"['pe', 'tro', 'glief']",3
hondachtigere,"['hond', 'ach', 'ti', 'ge', 're']",5
eenpartijstelsel,"['een', 'par', 'tij', 'stel', 'sel']",5
ruimteonderzoek,"['ruim', 'te', 'on', 'der', 'zoek']",5
dokker,"['dok', 'ker']",2
wegknippen,"['weg', 'knip', 'pen']",3
raskenmerken,"['ras', 'ken', 'mer', 'ken']",4
categorisatie,"['ca', 'te', 'go', 'ri', 'sa', 'tie']",6
sulfureus,"['sul', 'fu', 'reus']",3
broeierij,"['broei', 'e', 'rij']",3
Burkina Faso,"['Bur', 'ki', 'na', 'Fa', 'so']",5
knisperde,"['knis', 'per', 'de']",3
aaneensluiten,"['aan', 'een', 'slui', 'ten']",4
juffendagje,"['juf', 'fen', 'dag', 'je']",4
dreigement,"['drei', 'ge', 'ment']",3
afgieten,"['af', 'gie', 'ten']",3
hoogbegaafdst,"['hoog', 'be', 'gaafdst']",3
waskeuken,"['was', 'keu', 'ken']",3
engelbewaarders,"['en', 'gel', 'be', 'waar', 'ders']",5
vrachten,"['vrach', 'ten']",2
tegenwaarde,"['te', 'gen', 'waar', 'de']",4
karwei,"['kar', 'wei']",2
chinchilla,"['chin', 'chil', 'la']",3
autobandventieldop,"['au', 'to', 'band', 'ven', 'tiel', 'dop']",6
uitscheidend,"['uit', 'schei', 'dend']",3
kelderboxen,"['kel', 'der', 'boxen']",3
bibliofoons,"['bi', 'blio', 'foons']",3
kakikleurigs,"['ka', 'ki', 'kleu', 'rigs']",4
procrastinatie,"['pro', 'cras', 'ti', 'na', 'tie']",5
liefdadigheidsorganisatie,"['lief', 'da', 'dig', 'heids', 'or', 'ga', 'ni', 'sa', 'tie']",9
gevoed,"['ge', 'voed']",2
Rota,"['Ro', 'ta']",2
per,['per'],1
zelfgebreide,"['zelf', 'ge', 'brei', 'de']",4
burgerlijk,"['bur', 'ger', 'lijk']",3
Zeist,['Zeist'],1
interesserend,"['in', 'te', 'res', 'se', 'rend']",5
knorpotje,"['knor', 'pot', 'je']",3
langlipjes,"['lang', 'lip', 'jes']",3
leemwoestijntje,"['leem', 'woes', 'tijn', 'tje']",4
zweefvliegtuigen,"['zweef', 'vlieg', 'tui', 'gen']",4
nivometer,"['ni', 'vo', 'me', 'ter']",4
zandgat,"['zand', 'gat']",2
graatjes,"['graat', 'jes']",2
sompen,"['som', 'pen']",2
traptrede,"['trap', 'tre', 'de']",3
boorkern,"['boor', 'kern']",2
bloembekleedselen,"['bloem', 'be', 'kleed', 'se', 'len']",5
valkenier,"['val', 'ke', 'nier']",3
wegrijdend,"['weg', 'rij', 'dend']",3
huurling,"['huur', 'ling']",2
noodweg,"['nood', 'weg']",2
smeerkanis,"['smeer', 'ka', 'nis']",3
moppig,"['mop', 'pig']",2
zonderlingen,"['zon', 'der', 'lin', 'gen']",4
baakje,"['baak', 'je']",2
kwacha,"['kwa', 'cha']",2
veiligheidsmaatregelen,"['vei', 'lig', 'heids', 'maat', 're', 'ge', 'len']",7
achillespeesontsteking,"['achil', 'les', 'pees', 'ont', 'ste', 'king']",6
harams,"['ha', 'rams']",2
pechstrook,"['pech', 'strook']",2
slimmerdjes,"['slim', 'merd', 'jes']",3
leegste,"['leeg', 'ste']",2
belatafelen,"['be', 'la', 'ta', 'fe', 'len']",5
aanspeelpunt,"['aan', 'speel', 'punt']",3
schaamte,"['schaam', 'te']",2
mentaliteitsverschillen,"['men', 'ta', 'li', 'teits', 'ver', 'schil', 'len']",7
vrijkomende,"['vrij', 'ko', 'men', 'de']",4
freesden,"['frees', 'den']",2
aggravaties,"['ag', 'gra', 'va', 'ties']",4
biechtstoelprocedures,"['biecht', 'stoel', 'pro', 'ce', 'du', 'res']",6
absorptienevelen,"['ab', 'sorp', 'tie', 'ne', 've', 'len']",6
uiteendrijven,"['uit', 'een', 'drij', 'ven']",4
jasje,"['jas', 'je']",2
kerstboomengel,"['kerst', 'boom', 'en', 'gel']",4
accommodatievermogen,"['ac', 'com', 'mo', 'da', 'tie', 'ver', 'mo', 'gen']",8
wenteltrappen,"['wen', 'tel', 'trap', 'pen']",4
asociale,"['aso', 'ci', 'a', 'le']",4
trouvailles,"['trou', 'vail', 'les']",3
verschaffen,"['ver', 'schaf', 'fen']",3
benzineloos,"['ben', 'zi', 'ne', 'loos']",4
uitsparen,"['uit', 'spa', 'ren']",3
kerstlandschapjes,"['kerst', 'land', 'schap', 'jes']",4
kokkelzaadje,"['kok', 'kel', 'zaad', 'je']",4
Nehemia,"['Ne', 'he', 'mia']",3
tegenkomen,"['te', 'gen', 'ko', 'men']",4
kneuteren,"['kneu', 'te', 'ren']",3
typografiek,"['ty', 'po', 'gra', 'fiek']",4
armmeestertjes,"['arm', 'mees', 'ter', 'tjes']",4
breedgebouwd,"['breed', 'ge', 'bouwd']",3
taalgroep,"['taal', 'groep']",2
diaboliseren,"['di', 'a', 'bo', 'li', 'se', 'ren']",6
radiologie,"['ra', 'dio', 'lo', 'gie']",4
onverantwoordelijkere,"['on', 'ver', 'ant', 'woor', 'de', 'lij', 'ke', 're']",8
rustperiodes,"['rust', 'pe', 'ri', 'o', 'des']",5
prestige,"['pres', 'ti', 'ge']",3
rockrally's,"['rock', 'ral', ""ly's""]",3
aangezogen,"['aan', 'ge', 'zo', 'gen']",4
papaver,"['pa', 'pa', 'ver']",3
zwikken,"['zwik', 'ken']",2
schub,['schub'],1
driedoornige stekelbaars,"['drie', 'door', 'ni', 'ge', 'ste', 'kel', 'baars']",7
matennaaier,"['ma', 'ten', 'naai', 'er']",4
concessioneel,"['con', 'ces', 'si', 'o', 'neel']",5
hitlijsten,"['hit', 'lijs', 'ten']",3
krant,['krant'],1
knapheid,"['knap', 'heid']",2
kalender,"['ka', 'len', 'der']",3
biosensor,"['bio', 'sen', 'sor']",3
inzeilend,"['in', 'zei', 'lend']",3
brunetjes,"['bru', 'net', 'jes']",3
zekert,"['ze', 'kert']",2
Nynorsk,"['Ny', 'norsk']",2
Andromedanevel,"['An', 'dro', 'me', 'da', 'ne', 'vel']",6
waddeneilandjes,"['wad', 'den', 'ei', 'land', 'jes']",5
werpen,"['wer', 'pen']",2
pillenslikker,"['pil', 'len', 'slik', 'ker']",4
ongevallenletsel,"['on', 'ge', 'val', 'len', 'let', 'sel']",6
gong,['gong'],1
1 aprilgekken,"['1', 'april', 'gek', 'ken']",4
paddestoel,"['pad', 'de', 'stoel']",3
nagerend,"['na', 'ge', 'rend']",3
bloemrijker,"['bloem', 'rij', 'ker']",3
makelaarsters,"['ma', 'ke', 'laar', 'sters']",4
aanhangen,"['aan', 'han', 'gen']",3
stresssyndroom,"['stress', 'syn', 'droom']",3
eens,['eens'],1
zevenendertigjarigs,"['ze', 'ven', 'en', 'der', 'tig', 'ja', 'rigs']",7
miltvuur,"['milt', 'vuur']",2
exoskeletten,"['exo', 'ske', 'let', 'ten']",4
Oost-Tochaars,"['Oost-To', 'chaars']",2
spoorboompje,"['spoor', 'boom', 'pje']",3
drevel,"['dre', 'vel']",2
parkiettulp,"['par', 'kiet', 'tulp']",3
jaknikkers,"['ja', 'knik', 'kers']",3
bruidsjurk,"['bruids', 'jurk']",2
uitstippelen,"['uit', 'stip', 'pe', 'len']",4
bedevaartsoord,"['be', 'de', 'vaarts', 'oord']",4
vijfpersoons,"['vijf', 'per', 'soons']",3
zweepwormpje,"['zweep', 'worm', 'pje']",3
militaristisch,"['mi', 'li', 'ta', 'ris', 'tisch']",5
uitzicht,"['uit', 'zicht']",2
kunstrijden,"['kunst', 'rij', 'den']",3
slibberde,"['slib', 'ber', 'de']",3
virtual realityspecialisten,"['vir', 'tual', 'rea', 'li', 'ty', 'spe', 'ci', 'a', 'lis', 'ten']",10
klavervier,"['kla', 'ver', 'vier']",3
Aromaans,"['Aro', 'maans']",2
rangorden,"['rang', 'or', 'den']",3
mosselen,"['mos', 'se', 'len']",3
gestamd,"['ge', 'stamd']",2
Romanica,"['Ro', 'ma', 'ni', 'ca']",4
scheuken,"['scheu', 'ken']",2
perceptueler,"['per', 'cep', 'tu', 'e', 'ler']",5
vonkenboer,"['von', 'ken', 'boer']",3
yurt,['yurt'],1
falangisme,"['fa', 'lan', 'gis', 'me']",4
donderstenen,"['don', 'der', 'ste', 'nen']",4
witwerker,"['wit', 'wer', 'ker']",3
voorkeur,"['voor', 'keur']",2
verdicten,"['ver', 'dic', 'ten']",3
verwerkelijkt,"['ver', 'wer', 'ke', 'lijkt']",4
xtc-tabletjes,"['xtc-ta', 'blet', 'jes']",3
Twi,['Twi'],1
bloemkoolroos,"['bloem', 'kool', 'roos']",3
winchesters,"['win', 'ches', 'ters']",3
vierendeel,"['vie', 'ren', 'deel']",3
kramerij,"['kra', 'me', 'rij']",3
gildebroederschap,"['gil', 'de', 'broe', 'der', 'schap']",5
behielpen,"['be', 'hiel', 'pen']",3
berenterritoria,"['be', 'ren', 'ter', 'ri', 'to', 'ria']",6
kaaksbenen,"['kaaks', 'be', 'nen']",3
koelbloedigheid,"['koel', 'bloe', 'dig', 'heid']",4
β-lactamantibioticum,"['β-lac', 'tam', 'an', 'ti', 'bi', 'o', 'ti', 'cum']",8
gevoegelijker,"['ge', 'voe', 'ge', 'lij', 'ker']",5
warmtewisselaar,"['warm', 'te', 'wis', 'se', 'laar']",5
MSN,['MSN'],1
's najaars,"[""'s"", 'na', 'jaars']",3
missionaris,"['mis', 'si', 'o', 'na', 'ris']",5
curlingvaders,"['cur', 'ling', 'va', 'ders']",4
Missouri,"['Mis', 'sou', 'ri']",3
tyfoon,"['ty', 'foon']",2
voorjaartjes,"['voor', 'jaar', 'tjes']",3
perk,['perk'],1
tearjerkers,"['tear', 'jer', 'kers']",3
verkloten,"['ver', 'klo', 'ten']",3
niet-aftrekbaars,"['niet-af', 'trek', 'baars']",3
data,"['da', 'ta']",2
appelbanaan,"['ap', 'pel', 'ba', 'naan']",4
zandweg,"['zand', 'weg']",2
vakantiepraatje,"['va', 'kan', 'tie', 'praat', 'je']",5
myrmecochoor,"['myr', 'me', 'co', 'choor']",4
fluoratoompje,"['flu', 'or', 'atoom', 'pje']",4
ezelsvellen,"['ezels', 'vel', 'len']",3
schaalgroottes,"['schaal', 'groot', 'tes']",3
wijzigen,"['wij', 'zi', 'gen']",3
uitladen,"['uit', 'la', 'den']",3
helmhout,"['helm', 'hout']",2
bioscoopbonnetjes,"['bio', 'scoop', 'bon', 'ne', 'tjes']",5
tillen,"['til', 'len']",2
klageriger,"['kla', 'ge', 'ri', 'ger']",4
randvoorwaarde,"['rand', 'voor', 'waar', 'de']",4
gepostdateerd,"['ge', 'post', 'da', 'teerd']",4
winne,"['win', 'ne']",2
declamatorium,"['de', 'cla', 'ma', 'to', 'ri', 'um']",6
adjusteer,"['ad', 'jus', 'teer']",3
mystificeerde,"['mys', 'ti', 'fi', 'ceer', 'de']",5
zwemcarrière,"['zwem', 'car', 'ri', 'è', 're']",5
surplacen,"['sur', 'pla', 'cen']",3
opslaan,"['op', 'slaan']",2
levertjes,"['le', 'ver', 'tjes']",3
waarlijk,"['waar', 'lijk']",2
beteerden,"['be', 'teer', 'den']",3
Kreeftskeerkringen,"['Kreefts', 'keer', 'krin', 'gen']",4
biebjufs,"['bieb', 'jufs']",2
borgring,"['borg', 'ring']",2
kostprijsje,"['kost', 'prijs', 'je']",3
onbeperkte,"['on', 'be', 'perk', 'te']",4
gewoond,"['ge', 'woond']",2
numineus,"['nu', 'mi', 'neus']",3
roulatie,"['rou', 'la', 'tie']",3
baten,"['ba', 'ten']",2
vliegtuig,"['vlieg', 'tuig']",2
bezoldigingsbesluiten,"['be', 'zol', 'di', 'gings', 'be', 'slui', 'ten']",7
halo's,"['ha', ""lo's""]",2
schoolkamp,"['school', 'kamp']",2
klassikaal onderwijs,"['klas', 'si', 'kaal', 'on', 'der', 'wijs']",6
Ethiopië,"['Ethi', 'o', 'pië']",3
aronskelk,"['arons', 'kelk']",2
ijsschep,"['ijs', 'schep']",2
anti-Duits,"['an', 'ti-Duits']",2
foerage,"['foe', 'ra', 'ge']",3
paragnostisch,"['pa', 'ra', 'gnos', 'tisch']",4
Hakka,"['Hak', 'ka']",2
wrap,['wrap'],1
geselen,"['ge', 'se', 'len']",3
frequentatief,"['fre', 'quen', 'ta', 'tief']",4
duitendieven,"['dui', 'ten', 'die', 'ven']",4
limonadeglaasje,"['li', 'mo', 'na', 'de', 'glaas', 'je']",6
doorboord,"['door', 'boord']",2
eiber,"['ei', 'ber']",2
airconditioning,"['air', 'con', 'di', 'ti', 'o', 'ning']",6
reparatie,"['re', 'pa', 'ra', 'tie']",4
onlinereactietjes,"['on', 'li', 'ne', 're', 'ac', 'tie', 'tjes']",7
vadertjes,"['va', 'der', 'tjes']",3
lulhannes,"['lul', 'han', 'nes']",3
trok recht,"['trok', 'recht']",2
siameesjes,"['si', 'a', 'mees', 'jes']",4
Inupiak,"['Inu', 'pi', 'ak']",3
ingeroest,"['in', 'ge', 'roest']",3
snol,['snol'],1
duizendkoppigs,"['dui', 'zend', 'kop', 'pigs']",4
droogmaken,"['droog', 'ma', 'ken']",3
badderde,"['bad', 'der', 'de']",3
bijzijn,"['bij', 'zijn']",2
ooglap,"['oog', 'lap']",2
mineralisatie,"['mi', 'ne', 'ra', 'li', 'sa', 'tie']",6
directeurs-bestuurders,"['di', 'rec', 'teurs-be', 'stuur', 'ders']",5
sierlijk,"['sier', 'lijk']",2
onderwijsarchitect,"['on', 'der', 'wijs', 'ar', 'chi', 'tect']",6
wedden,"['wed', 'den']",2
pepperoni,"['pep', 'pe', 'ro', 'ni']",4
rubberen,"['rub', 'be', 'ren']",3
reisrouten,"['reis', 'rou', 'ten']",3
schuppen,"['schup', 'pen']",2
lambriseringen,"['lam', 'bri', 'se', 'rin', 'gen']",5
vrouwtjesvarken,"['vrouw', 'tjes', 'var', 'ken']",4
incoherentie,"['in', 'co', 'he', 'ren', 'tie']",5
riemgesp,"['riem', 'gesp']",2
voornaamwoordjes,"['voor', 'naam', 'woord', 'jes']",4
Pacifische Oceaan,"['Pa', 'ci', 'fi', 'sche', 'Oce', 'aan']",6
zijtocht,"['zij', 'tocht']",2
animatie,"['ani', 'ma', 'tie']",3
knikjes,"['knik', 'jes']",2
Koninklijke Luchtvaart Maatschappij,"['Ko', 'nink', 'lij', 'ke', 'Lucht', 'vaart', 'Maat', 'schap', 'pij']",9
haaibaaien,"['haai', 'baai', 'en']",3
psychologie,"['psy', 'cho', 'lo', 'gie']",4
spetterpoep,"['spet', 'ter', 'poep']",3
mediaanvlak,"['me', 'di', 'aan', 'vlak']",4
hardlopen,"['hard', 'lo', 'pen']",3
staatslot,"['staats', 'lot']",2
honi soit qui mal y pense,"['ho', 'ni', 'soit', 'qui', 'mal', 'y', 'pen', 'se']",8
afterend,"['af', 'te', 'rend']",3
misgaat,"['mis', 'gaat']",2
duikflesje,"['duik', 'fles', 'je']",3
zomeruur,"['zo', 'mer', 'uur']",3
bedreigends,"['be', 'drei', 'gends']",3
schobbejak,"['schob', 'be', 'jak']",3
bierhandel,"['bier', 'han', 'del']",3
geworpen,"['ge', 'wor', 'pen']",3
ingescheurde,"['in', 'ge', 'scheur', 'de']",4
documentaire,"['do', 'cu', 'men', 'tai', 're']",5
kunstzinnige,"['kunst', 'zin', 'ni', 'ge']",4
pendelaartjes,"['pen', 'de', 'laar', 'tjes']",4
rutherfordium,"['ru', 'ther', 'for', 'di', 'um']",5
Unicode,"['Uni', 'co', 'de']",3
Bulgaars,"['Bul', 'gaars']",2
zakenbelangen,"['za', 'ken', 'be', 'lan', 'gen']",5
schoolziek,"['school', 'ziek']",2
Hemelvaartsdag,"['He', 'mel', 'vaarts', 'dag']",4
daderesje,"['da', 'de', 'res', 'je']",4
veegde op,"['veeg', 'de', 'op']",3
nuffige,"['nuf', 'fi', 'ge']",3
voortplantingsdrang,"['voort', 'plan', 'tings', 'drang']",4
opvliegerigere,"['op', 'vlie', 'ge', 'ri', 'ge', 're']",6
Française,"['Fran', 'çai', 'se']",3
apocope,"['apo', 'co', 'pe']",3
krengiger,"['kren', 'gi', 'ger']",3
tumtum,"['tum', 'tum']",2
onbeheerder,"['on', 'be', 'heer', 'der']",4
Raad van de Europese Unie,"['Raad', 'van', 'de', 'Eu', 'ro', 'pe', 'se', 'Unie']",8
ontstollingsmiddelen,"['ont', 'stol', 'lings', 'mid', 'de', 'len']",6
V-vormigste,"['V-vor', 'mig', 'ste']",3
pauzetoets,"['pau', 'ze', 'toets']",3
testikel,"['tes', 'ti', 'kel']",3
schoolbegeleiding,"['school', 'be', 'ge', 'lei', 'ding']",5
pakjesavonden,"['pak', 'jes', 'avon', 'den']",4
avondeditietjes,"['avond', 'edi', 'tie', 'tjes']",4
hemoptoë,"['he', 'mop', 'toë']",3
studentenverenigingetje,"['stu', 'den', 'ten', 'ver', 'eni', 'gin', 'ge', 'tje']",8
afscheidingsbeweging,"['af', 'schei', 'dings', 'be', 'we', 'ging']",6
centrums,"['cen', 'trums']",2
lafaard,"['laf', 'aard']",2
verflauwen,"['ver', 'flau', 'wen']",3
flakkeren,"['flak', 'ke', 'ren']",3
wandschildering,"['wand', 'schil', 'de', 'ring']",4
uitgedoste,"['uit', 'ge', 'dos', 'te']",4
tuinaanleg,"['tuin', 'aan', 'leg']",3
koffiehuis,"['kof', 'fie', 'huis']",3
stompheid,"['stomp', 'heid']",2
vruchtensuiker,"['vruch', 'ten', 'sui', 'ker']",4
kennisgeving,"['ken', 'nis', 'ge', 'ving']",4
pondden uit,"['pond', 'den', 'uit']",3
signaal-ruisverhouding,"['sig', 'naal-ruis', 'ver', 'hou', 'ding']",5
zwermden uit,"['zwerm', 'den', 'uit']",3
treitervlogger,"['trei', 'ter', 'vlog', 'ger']",4
gezondheidsorganisatie,"['ge', 'zond', 'heids', 'or', 'ga', 'ni', 'sa', 'tie']",8
republiek,"['re', 'pu', 'bliek']",3
ingevloeid,"['in', 'ge', 'vloeid']",3
nappaleer,"['nap', 'pa', 'leer']",3
recordhoeveelheid,"['re', 'cord', 'hoe', 'veel', 'heid']",5
spraakgebrek,"['spraak', 'ge', 'brek']",3
muteren,"['mu', 'te', 'ren']",3
zomermode,"['zo', 'mer', 'mo', 'de']",4
bedauwend,"['be', 'dau', 'wend']",3
paalwoning,"['paal', 'wo', 'ning']",3
abtschap,"['abt', 'schap']",2
toponiem,"['to', 'po', 'niem']",3
pendelaarster,"['pen', 'de', 'laar', 'ster']",4
schout,['schout'],1
picaresks,"['pi', 'ca', 'resks']",3
lesgeven,"['les', 'ge', 'ven']",3
longweefsels,"['long', 'weef', 'sels']",3
kamelenruggen,"['ka', 'me', 'len', 'rug', 'gen']",5
youtubede,"['you', 'tube', 'de']",3
gegrijsd,"['ge', 'grijsd']",2
opgraving,"['op', 'gra', 'ving']",3
impulseren,"['im', 'pul', 'se', 'ren']",4
doorsteken,"['door', 'ste', 'ken']",3
prestigeslagen,"['pres', 'ti', 'ge', 'sla', 'gen']",5
dorstte,"['dorst', 'te']",2
calculaties,"['cal', 'cu', 'la', 'ties']",4
essentieel,"['es', 'sen', 'ti', 'eel']",4
Wikisource,"['Wi', 'ki', 'source']",3
NB,['NB'],1
knellen,"['knel', 'len']",2
luchtfietsers,"['lucht', 'fiet', 'sers']",3
stemmingsstoornis,"['stem', 'mings', 'stoor', 'nis']",4
biologeer,"['bio', 'lo', 'geer']",3
des-mineur,"['des-mi', 'neur']",2
treerad,"['tree', 'rad']",2
ambulanceje,"['am', 'bu', 'lan', 'ce', 'je']",5
Rukai,"['Ru', 'kai']",2
benardst,"['be', 'nardst']",2
abrikozenboompje,"['abri', 'ko', 'zen', 'boom', 'pje']",5
geraas,"['ge', 'raas']",2
ontslagvergoeding,"['ont', 'slag', 'ver', 'goe', 'ding']",5
goudreinet,"['goud', 'rei', 'net']",3
openvouwen,"['open', 'vou', 'wen']",3
afwegingen,"['af', 'we', 'gin', 'gen']",4
paraplustandaard,"['pa', 'ra', 'plu', 'stan', 'daard']",5
oplichter,"['op', 'lich', 'ter']",3
parvenu,"['par', 've', 'nu']",3
waanzin,"['waan', 'zin']",2
groepsaankoop,"['groeps', 'aan', 'koop']",3
podium,"['po', 'di', 'um']",3
abattoir,"['abat', 'toir']",2
afdragend,"['af', 'dra', 'gend']",3
geo-engineering,"['geo-en', 'gi', 'nee', 'ring']",4
drossaards,"['dros', 'saards']",2
taalgemeenschap,"['taal', 'ge', 'meen', 'schap']",4
zweven,"['zwe', 'ven']",2
afvriezen,"['af', 'vrie', 'zen']",3
troontjes,"['troon', 'tjes']",2
lithograaf,"['li', 'tho', 'graaf']",3
pistooltjes,"['pis', 'tool', 'tjes']",3
loonspecificatie,"['loon', 'spe', 'ci', 'fi', 'ca', 'tie']",6
Maharashtra,"['Ma', 'ha', 'rash', 'tra']",4
oerbank,"['oer', 'bank']",2
businesscases,"['busi', 'ness', 'ca', 'ses']",4
jeuk,['jeuk'],1
foutere,"['fou', 'te', 're']",3
carnavaleske,"['car', 'na', 'va', 'les', 'ke']",5
onverschoonbaarders,"['on', 'ver', 'schoon', 'baar', 'ders']",5
nuance,"['nu', 'an', 'ce']",3
antieke,"['an', 'tie', 'ke']",3
slap,['slap'],1
unificatietheorie,"['uni', 'fi', 'ca', 'tie', 'the', 'o', 'rie']",7
Bangladesh,"['Bang', 'la', 'desh']",3
dividiviboom,"['di', 'vi', 'di', 'vi', 'boom']",5
wak,['wak'],1
panspermie,"['pan', 'sper', 'mie']",3
Gujarati,"['Gu', 'ja', 'ra', 'ti']",4
croissanterieën,"['crois', 'san', 'te', 'rie', 'ën']",5
uur gaans,"['uur', 'gaans']",2
verlichtingsinstallatie,"['ver', 'lich', 'tings', 'in', 'stal', 'la', 'tie']",7
laagdrempelige,"['laag', 'drem', 'pe', 'li', 'ge']",5
woestenij,"['woes', 'te', 'nij']",3
belbedrijf,"['bel', 'be', 'drijf']",3
steradiaal,"['ste', 'ra', 'di', 'aal']",4
inmeten,"['in', 'me', 'ten']",3
geherbergd,"['ge', 'her', 'bergd']",3
baker,"['ba', 'ker']",2
zeepboom,"['zeep', 'boom']",2
wilden,"['wil', 'den']",2
correspondentietheorie,"['cor', 'res', 'pon', 'den', 'tie', 'the', 'o', 'rie']",8
security,"['se', 'cu', 'ri', 'ty']",4
artikelen,"['ar', 'ti', 'ke', 'len']",4
loskrijgen,"['los', 'krij', 'gen']",3
zwemgerief,"['zwem', 'ge', 'rief']",3
dialectisme,"['di', 'a', 'lec', 'tis', 'me']",5
afknagende,"['af', 'kna', 'gen', 'de']",4
chiquers,"['chi', 'quers']",2
bolsteren,"['bol', 'ste', 'ren']",3
koninginnengelei,"['ko', 'nin', 'gin', 'nen', 'ge', 'lei']",6
opvatting,"['op', 'vat', 'ting']",3
superdrukke,"['su', 'per', 'druk', 'ke']",4
quasiwetenschappelijkst,"['qua', 'si', 'we', 'ten', 'schap', 'pe', 'lijkst']",7
zitplaats,"['zit', 'plaats']",2
afdoener,"['af', 'doe', 'ner']",3
federaliseerde,"['fe', 'de', 'ra', 'li', 'seer', 'de']",6
marteling,"['mar', 'te', 'ling']",3
crisisbestendigst,"['cri', 'sis', 'be', 'sten', 'digst']",5
navajo,"['na', 'va', 'jo']",3
Arubaanse gulden,"['Aru', 'baan', 'se', 'gul', 'den']",5
hekbalk,"['hek', 'balk']",2
zwenkas,"['zwenk', 'as']",2
snede,"['sne', 'de']",2
schoonfamilie,"['schoon', 'fa', 'mi', 'lie']",4
citrusfruit,"['ci', 'trus', 'fruit']",3
methodologie,"['me', 'tho', 'do', 'lo', 'gie']",5
platenkastje,"['pla', 'ten', 'kast', 'je']",4
melodieus,"['me', 'lo', 'di', 'eus']",4
kruid,['kruid'],1
gigabytejes,"['gi', 'ga', 'byte', 'jes']",4
vergen,"['ver', 'gen']",2
eventjes,"['even', 'tjes']",2
visgrom,"['vis', 'grom']",2
chroomoxidegroen,"['chroom', 'oxi', 'de', 'groen']",4
armelijk,"['ar', 'me', 'lijk']",3
rondreizen,"['rond', 'rei', 'zen']",3
aanzienlijkere,"['aan', 'zien', 'lij', 'ke', 're']",5
zwaarbeveiligd,"['zwaar', 'be', 'vei', 'ligd']",4
afstekertje,"['af', 'ste', 'ker', 'tje']",4
roodpootje,"['rood', 'poot', 'je']",3
propionaat,"['pro', 'pi', 'o', 'n', 'aat']",5
