woorden,lettergrepen,aantal lettergrepen
galjoot,"['gal', 'joot']",2
oorsprong,"['oor', 'sprong']",2
Belize,"['Be', 'li', 'ze']",3
prijscontrole,"['prijs', 'con', 'tro', 'le']",4
blijgeestigs,"['blij', 'gees', 'tigs']",3
verkassen,"['ver', 'kas', 'sen']",3
zedelozers,"['ze', 'de', 'lo', 'zers']",4
wel,['wel'],1
camerafoontjes,"['ca', 'me', 'ra', 'foon', 'tjes']",5
blowen,"['blo', 'wen']",2
pijler,"['pij', 'ler']",2
voetra,"['voet', 'ra']",2
atheroom,"['athe', 'room']",2
terrorisme,"['ter', 'ro', 'ris', 'me']",4
cyberterreur,"['cy', 'ber', 'ter', 'reur']",4
voedselzakjes,"['voed', 'sel', 'zak', 'jes']",4
goudlegering,"['goud', 'le', 'ge', 'ring']",4
zaakvorming,"['zaak', 'vor', 'ming']",3
chondrocyt,"['chon', 'dro', 'cyt']",3
miauwen,"['mi', 'au', 'wen']",3
wereldkampioenschappen,"['we', 'reld', 'kam', 'pi', 'oen', 'schap', 'pen']",7
vangnetten,"['vang', 'net', 'ten']",3
Elzas,"['El', 'zas']",2
buitengewoon,"['bui', 'ten', 'ge', 'woon']",4
vleestomaat,"['vlees', 'to', 'maat']",3
spitsigere,"['spit', 'si', 'ge', 're']",4
weerwerking,"['weer', 'wer', 'king']",3
amateurfilmpjes,"['ama', 'teur', 'film', 'pjes']",4
bestuursters,"['be', 'stuur', 'sters']",3
detonators,"['de', 'to', 'na', 'tors']",4
onnoemelijkst,"['on', 'noe', 'me', 'lijkst']",4
kastanje,"['kas', 'tan', 'je']",3
pontificaal,"['pon', 'ti', 'fi', 'caal']",4
leg,['leg'],1
kerstijsbaantjes,"['kerst', 'ijs', 'baan', 'tjes']",4
kookvuren,"['kook', 'vu', 'ren']",3
risicogroepjes,"['ri', 'si', 'co', 'groep', 'jes']",5
veesectoren,"['vee', 'sec', 'to', 'ren']",4
slechthorende,"['slecht', 'ho', 'ren', 'de']",4
hum,['hum'],1
soortgelijks,"['soort', 'ge', 'lijks']",3
competentie,"['com', 'pe', 'ten', 'tie']",4
tafelwijntje,"['ta', 'fel', 'wijn', 'tje']",4
knalwerkje,"['knal', 'werk', 'je']",3
pagina's,"['pa', 'gi', ""na's""]",3
Nederlandse,"['Ne', 'der', 'land', 'se']",4
liefhebben,"['lief', 'heb', 'ben']",3
licht,['licht'],1
fuut,['fuut'],1
beknibbel,"['be', 'knib', 'bel']",3
koemelk,"['koe', 'melk']",2
waterecht,"['wa', 'ter', 'echt']",3
achtvlak,"['acht', 'vlak']",2
darmkoliek,"['darm', 'ko', 'liek']",3
frons,['frons'],1
zwemslagjes,"['zwem', 'slag', 'jes']",3
weggeschrapt,"['weg', 'ge', 'schrapt']",3
agogie,"['ago', 'gie']",2
groeiremmer,"['groei', 'rem', 'mer']",3
scheepsjongen,"['scheeps', 'jon', 'gen']",3
elastomeer,"['elas', 'to', 'meer']",3
elixer,['elixer'],1
spanker,"['span', 'ker']",2
runen,"['ru', 'nen']",2
boogminuutje,"['boog', 'mi', 'nuut', 'je']",4
zijgebouw,"['zij', 'ge', 'bouw']",3
constant,"['con', 'stant']",2
aartsdiakentje,"['aarts', 'di', 'a', 'ken', 'tje']",5
boeten,"['boe', 'ten']",2
alvleeskliertjes,"['al', 'vlees', 'klier', 'tjes']",4
ruimtegroep,"['ruim', 'te', 'groep']",3
snellergroeiends,"['snel', 'ler', 'groei', 'ends']",4
ronkte,"['ronk', 'te']",2
gletsjervallei,"['glet', 'sjer', 'val', 'lei']",4
Gis-majeurtoonladder,"['Gis-ma', 'jeur', 'toon', 'lad', 'der']",5
voornaamwoord,"['voor', 'naam', 'woord']",3
façade,"['fa', 'ça', 'de']",3
uitdagen,"['uit', 'da', 'gen']",3
lekprikkend,"['lek', 'prik', 'kend']",3
vrijdagnamiddagjes,"['vrij', 'dag', 'na', 'mid', 'dag', 'jes']",6
vallen,"['val', 'len']",2
dorischers,"['do', 'ri', 'schers']",3
generalisering,"['ge', 'ne', 'ra', 'li', 'se', 'ring']",6
burenrecht,"['bu', 'ren', 'recht']",3
entertje,"['en', 'ter', 'tje']",3
B-attesten,"['B-at', 'tes', 'ten']",3
voorkeurtoets,"['voor', 'keur', 'toets']",3
kanonvuren,"['ka', 'non', 'vu', 'ren']",4
initiatierite,"['ini', 'ti', 'a', 'tie', 'ri', 'te']",6
verpletterde,"['ver', 'plet', 'ter', 'de']",4
monumentenlijst,"['mo', 'nu', 'men', 'ten', 'lijst']",5
verwachtingswaarde,"['ver', 'wach', 'tings', 'waar', 'de']",5
Korea,"['Ko', 'rea']",2
droppel,"['drop', 'pel']",2
basketter,"['bas', 'ket', 'ter']",3
conferentiezalen,"['con', 'fe', 'ren', 'tie', 'za', 'len']",6
O'odham,"[""O'od"", 'ham']",2
Japannertje,"['Ja', 'pan', 'ner', 'tje']",4
luguberders,"['lu', 'gu', 'ber', 'ders']",4
doordrongen,"['door', 'dron', 'gen']",3
gedicht,"['ge', 'dicht']",2
hittebron,"['hit', 'te', 'bron']",3
tophoek,"['top', 'hoek']",2
onderdeel,"['on', 'der', 'deel']",3
ion,['ion'],1
leenstelsel,"['leen', 'stel', 'sel']",3
schilletjes,"['schil', 'le', 'tjes']",3
fietssnelweg,"['fiets', 'snel', 'weg']",3
bijholteontsteking,"['bij', 'hol', 'te', 'ont', 'ste', 'king']",6
azteek,"['az', 'teek']",2
puur,['puur'],1
geochemie,"['geo', 'che', 'mie']",3
ontzagwekkend,"['ont', 'zag', 'wek', 'kend']",4
vergiskraken,"['ver', 'gis', 'kra', 'ken']",4
behoorlijk,"['be', 'hoor', 'lijk']",3
fort,['fort'],1
acajoutjes,"['aca', 'jou', 'tjes']",3
pronkerij,"['pron', 'ke', 'rij']",3
gangbang,"['gang', 'bang']",2
absolute genitief,"['ab', 'so', 'lu', 'te', 'ge', 'ni', 'tief']",7
separatistisch,"['se', 'pa', 'ra', 'tis', 'tisch']",5
veerde op,"['veer', 'de', 'op']",3
coole,"['coo', 'le']",2
botsingstheorie,"['bot', 'sings', 'the', 'o', 'rie']",5
opvallender,"['op', 'val', 'len', 'der']",4
meehelpend,"['mee', 'hel', 'pend']",3
incestueuzere,"['in', 'ces', 'tu', 'eu', 'ze', 're']",6
valwetje,"['val', 'wet', 'je']",3
drukwerk,"['druk', 'werk']",2
Kerkdorp,"['Kerk', 'dorp']",2
vererfd,"['ver', 'erfd']",2
onwelgevoegelijk,"['on', 'wel', 'ge', 'voe', 'ge', 'lijk']",6
winstmarge,"['winst', 'mar', 'ge']",3
voltrekking,"['vol', 'trek', 'king']",3
roekeloos,"['roe', 'ke', 'loos']",3
goochelaars,"['goo', 'che', 'laars']",3
gewolkte,"['ge', 'wolk', 'te']",3
avondschemeringen,"['avond', 'sche', 'me', 'rin', 'gen']",5
negenhonderdzesentachtig,"['ne', 'gen', 'hon', 'derd', 'zes', 'en', 'tach', 'tig']",8
Streefkerk,"['Streef', 'kerk']",2
beslissend,"['be', 'slis', 'send']",3
artyer,"['ar', 'ty', 'er']",3
pentagonen,"['pen', 'ta', 'go', 'nen']",4
zaagtand,"['zaag', 'tand']",2
zeeschuim,"['zee', 'schuim']",2
boemelaar,"['boe', 'me', 'laar']",3
spartaans,"['spar', 'taans']",2
respect,"['res', 'pect']",2
rimpeltje,"['rim', 'pel', 'tje']",3
offergave,"['of', 'fer', 'ga', 've']",4
rode kornoelje,"['ro', 'de', 'kor', 'noel', 'je']",5
lijkbezorger,"['lijk', 'be', 'zor', 'ger']",4
zandwesp,"['zand', 'wesp']",2
wette aan,"['wet', 'te', 'aan']",3
Fahrenheit,"['Fah', 'ren', 'heit']",3
letterwoord,"['let', 'ter', 'woord']",3
aanbakte,"['aan', 'bak', 'te']",3
valeriaat,"['va', 'le', 'ri', 'aat']",4
stoot,['stoot'],1
kachelsmid,"['ka', 'chel', 'smid']",3
smalletjes,"['smal', 'le', 'tjes']",3
aanstuwde,"['aan', 'stuw', 'de']",3
eerste persoon,"['eer', 'ste', 'per', 'soon']",4
kijkbuis,"['kijk', 'buis']",2
geit,['geit'],1
externe,"['ex', 'ter', 'ne']",3
rechtsysteem,"['recht', 'sys', 'teem']",3
zotheid,"['zot', 'heid']",2
adresseringen,"['adres', 'se', 'rin', 'gen']",4
traanheuvel,"['traan', 'heu', 'vel']",3
voorwaar,"['voor', 'waar']",2
lullo's,"['lul', ""lo's""]",2
controle,"['con', 'tro', 'le']",3
enclave,"['en', 'cla', 've']",3
poesta,"['poes', 'ta']",2
slijkigste,"['slij', 'kig', 'ste']",3
Gent,['Gent'],1
foolproof,"['fool', 'proof']",2
Tessenderlo,"['Tes', 'sen', 'der', 'lo']",4
komedianteskers,"['ko', 'me', 'di', 'an', 'tes', 'kers']",6
doller,"['dol', 'ler']",2
Gujarat,"['Gu', 'ja', 'rat']",3
priesterschap,"['pries', 'ter', 'schap']",3
categorie,"['ca', 'te', 'go', 'rie']",4
valabel,"['va', 'la', 'bel']",3
mestvocht,"['mest', 'vocht']",2
win,['win'],1
gegeneerd,"['ge', 'ge', 'neerd']",3
vermomming,"['ver', 'mom', 'ming']",3
hoes,['hoes'],1
doorvraagt,"['door', 'vraagt']",2
janker,"['jan', 'ker']",2
zeulen,"['zeu', 'len']",2
fixeren,"['fixe', 'ren']",2
loser,"['lo', 'ser']",2
verbazingwekkende,"['ver', 'ba', 'zing', 'wek', 'ken', 'de']",6
linkerzijde,"['lin', 'ker', 'zij', 'de']",4
verduft,"['ver', 'duft']",2
onbruik,"['on', 'bruik']",2
goudkoorts,"['goud', 'koorts']",2
nortonpomp,"['nor', 'ton', 'pomp']",3
hogedrukspuit,"['ho', 'ge', 'druk', 'spuit']",4
onbetaalbaar,"['on', 'be', 'taal', 'baar']",4
rugzakriempjes,"['rug', 'zak', 'riem', 'pjes']",4
minst,['minst'],1
soundchecks,"['sound', 'checks']",2
knalde neer,"['knal', 'de', 'neer']",3
ambitie,"['am', 'bi', 'tie']",3
Kretenzisch,"['Kre', 'ten', 'zisch']",3
rugpijntje,"['rug', 'pijn', 'tje']",3
slaghoedje,"['slag', 'hoed', 'je']",3
persoonlijks,"['per', 'soon', 'lijks']",3
aaneengehecht,"['aan', 'een', 'ge', 'hecht']",4
normvervaging,"['norm', 'ver', 'va', 'ging']",4
milieuvervuiling,"['mi', 'li', 'eu', 'ver', 'vui', 'ling']",6
heft,['heft'],1
blauwe bes,"['blau', 'we', 'bes']",3
klaarmaken,"['klaar', 'ma', 'ken']",3
eiwitrijk,"['ei', 'wit', 'rijk']",3
asse,"['as', 'se']",2
derde naamvallen,"['der', 'de', 'naam', 'val', 'len']",5
bovengisting,"['bo', 'ven', 'gis', 'ting']",4
plantboor,"['plant', 'boor']",2
kermisbed,"['ker', 'mis', 'bed']",3
experimenteren,"['ex', 'pe', 'ri', 'men', 'te', 'ren']",6
gestadigers,"['ge', 'sta', 'di', 'gers']",4
brilmonturen,"['bril', 'mon', 'tu', 'ren']",4
montuur,"['mon', 'tuur']",2
zekerheid,"['ze', 'ker', 'heid']",3
lensbeursje,"['lens', 'beurs', 'je']",3
smeerzalf,"['smeer', 'zalf']",2
goelijke,"['goe', 'lij', 'ke']",3
ontgoochelden,"['ont', 'goo', 'chel', 'den']",4
tjeefje,"['tjeef', 'je']",2
dikwerf,"['dik', 'werf']",2
globe,"['glo', 'be']",2
lichaampjes,"['li', 'chaam', 'pjes']",3
keynesiaanse,"['keyne', 'si', 'aan', 'se']",4
welbeminder,"['wel', 'be', 'min', 'der']",4
STM,['STM'],1
saaiheid,"['saai', 'heid']",2
teruggeplaatst,"['te', 'rug', 'ge', 'plaatst']",4
kleuterjuf,"['kleu', 'ter', 'juf']",3
welordeningsprincipe,"['wel', 'or', 'de', 'nings', 'prin', 'ci', 'pe']",7
kerker,"['ker', 'ker']",2
boekweit,"['boek', 'weit']",2
zelfdestructiefste,"['zelf', 'des', 'truc', 'tief', 'ste']",5
skiffeuse,"['skif', 'feu', 'se']",3
waterpistolen,"['wa', 'ter', 'pis', 'to', 'len']",5
santenkraam,"['san', 'ten', 'kraam']",3
heteromorfie,"['he', 'te', 'ro', 'mor', 'fie']",5
regeringsjubilea,"['re', 'ge', 'rings', 'ju', 'bi', 'lea']",6
Servisch,"['Ser', 'visch']",2
wattenstaafje,"['wat', 'ten', 'staaf', 'je']",4
heuvelig,"['heu', 've', 'lig']",3
Melkweg,"['Melk', 'weg']",2
schnapsjes,"['schnaps', 'jes']",2
steno's,"['ste', ""no's""]",2
mengkleur,"['meng', 'kleur']",2
actieturbine,"['ac', 'tie', 'tur', 'bi', 'ne']",5
legoblokje,"['le', 'go', 'blok', 'je']",4
linkerkamers,"['lin', 'ker', 'ka', 'mers']",4
hardhorige,"['hard', 'ho', 'ri', 'ge']",4
misdrijf,"['mis', 'drijf']",2
zuidwestranden,"['zuid', 'west', 'ran', 'den']",4
inmaken,"['in', 'ma', 'ken']",3
gekund,"['ge', 'kund']",2
klinken,"['klin', 'ken']",2
afgebakend,"['af', 'ge', 'ba', 'kend']",4
slaappakken,"['slaap', 'pak', 'ken']",3
opschalen,"['op', 'scha', 'len']",3
gegorgeld,"['ge', 'gor', 'geld']",3
wandelpiertjes,"['wan', 'del', 'pier', 'tjes']",4
gazons,"['ga', 'zons']",2
plaksneeuw,"['plak', 'sneeuw']",2
zwoor af,"['zwoor', 'af']",2
des te,"['des', 'te']",2
armlengtes,"['arm', 'leng', 'tes']",3
lijdendste,"['lij', 'dend', 'ste']",3
serieels,"['se', 'ri', 'eels']",3
freewheelend,"['free', 'whee', 'lend']",3
passagetjes,"['pas', 'sa', 'ge', 'tjes']",4
chromium,"['chro', 'mi', 'um']",3
onvergankelijkste,"['on', 'ver', 'gan', 'ke', 'lijk', 'ste']",6
koordje,"['koord', 'je']",2
emigreren,"['emi', 'gre', 'ren']",3
havencafés,"['ha', 'ven', 'ca', 'fés']",4
webmaster,"['web', 'mas', 'ter']",3
boerinnetjes,"['boe', 'rin', 'ne', 'tjes']",4
Tamazight,"['Ta', 'ma', 'zight']",3
energietransitie,"['ener', 'gie', 'tran', 'si', 'tie']",5
spiraalbodem,"['spi', 'raal', 'bo', 'dem']",4
deelheeft,"['deel', 'heeft']",2
twintigste,"['twin', 'tig', 'ste']",3
uitdoen,"['uit', 'doen']",2
kilopascal,"['ki', 'lo', 'pas', 'cal']",4
overtuigds,"['over', 'tuigds']",2
heihaas,"['hei', 'haas']",2
Looienaartje,"['Looi', 'enaar', 'tje']",3
vierkants,"['vier', 'kants']",2
pixel,['pixel'],1
bibliomantie,"['bi', 'bli', 'o', 'man', 'tie']",5
penetrante,"['pe', 'ne', 'tran', 'te']",4
Beneden-Zeeschelde,"['Be', 'ne', 'den-Zee', 'schel', 'de']",5
begijnhofjes,"['be', 'gijn', 'hof', 'jes']",4
gebiologeerd,"['ge', 'bio', 'lo', 'geerd']",4
nefroloog,"['ne', 'fro', 'loog']",3
Ces-grotetertstoonladder,"['Ces-gro', 'te', 'terts', 'toon', 'lad', 'der']",6
daardoorheen,"['daar', 'door', 'heen']",3
mijnwerkers,"['mijn', 'wer', 'kers']",3
legenda,"['le', 'gen', 'da']",3
lightproducten,"['light', 'pro', 'duc', 'ten']",4
openingsact,"['ope', 'nings', 'act']",3
motelbedden,"['mo', 'tel', 'bed', 'den']",4
gebeterd,"['ge', 'be', 'terd']",3
portemonnee,"['por', 'te', 'mon', 'nee']",4
betrouwbaar,"['be', 'trouw', 'baar']",3
verhuurt,"['ver', 'huurt']",2
bladerkroontje,"['bla', 'der', 'kroon', 'tje']",4
penisjes,"['pe', 'nis', 'jes']",3
schoolpleinen,"['school', 'plei', 'nen']",3
moersleuteltjes,"['moer', 'sleu', 'tel', 'tjes']",4
abbé,"['ab', 'bé']",2
migreren,"['mi', 'gre', 'ren']",3
zwerfkunst,"['zwerf', 'kunst']",2
sacristiebelletjes,"['sa', 'cris', 'tie', 'bel', 'le', 'tjes']",6
rood-wit-blauws,['rood-wit-blauws'],1
kostendekkingsgraden,"['kos', 'ten', 'dek', 'kings', 'gra', 'den']",6
soms,['soms'],1
vraagstaarten,"['vraag', 'staar', 'ten']",3
juchtleren,"['jucht', 'le', 'ren']",3
ipadden,"['ipad', 'den']",2
scheenbeenderen,"['scheen', 'been', 'de', 'ren']",4
waarlijk,"['waar', 'lijk']",2
scapulier,"['sca', 'pu', 'lier']",3
grabben,"['grab', 'ben']",2
heruitbrengen,"['her', 'uit', 'bren', 'gen']",4
Lima,"['Li', 'ma']",2
beangste,"['be', 'ang', 'ste']",3
Noorderkroon,"['Noor', 'der', 'kroon']",3
flatulent,"['fla', 'tu', 'lent']",3
gezagvollers,"['ge', 'zag', 'vol', 'lers']",4
bottelarijen,"['bot', 'te', 'la', 'rij', 'en']",5
langoustine,"['lan', 'gous', 'ti', 'ne']",4
eierlijst,"['ei', 'er', 'lijst']",3
probleemgestuurd,"['pro', 'bleem', 'ge', 'stuurd']",4
cesuur,"['ce', 'suur']",2
Massachusetts,"['Mas', 'sa', 'chu', 'setts']",4
DD,['DD'],1
muggenbeet,"['mug', 'gen', 'beet']",3
doorgelicht,"['door', 'ge', 'licht']",3
netjes,"['net', 'jes']",2
god,['god'],1
vestimentaire,"['ves', 'ti', 'men', 'tai', 're']",5
arts,['arts'],1
kneepje,"['kneep', 'je']",2
jaloersheid,"['ja', 'loers', 'heid']",3
darmbloeding,"['darm', 'bloe', 'ding']",3
Scandinavische,"['Scan', 'di', 'na', 'vi', 'sche']",5
fjord,['fjord'],1
zelfmoordpil,"['zelf', 'moord', 'pil']",3
alcantara,"['al', 'can', 'ta', 'ra']",4
landde,"['land', 'de']",2
kant-en-klaarpakketten,"['kant-en-klaar', 'pak', 'ket', 'ten']",4
onbereisdst,"['on', 'be', 'reisdst']",3
Noord-Afrikaanser,"['Noord-Afri', 'kaan', 'ser']",3
vruchtwaterpunctie,"['vrucht', 'wa', 'ter', 'punc', 'tie']",5
neteligere,"['ne', 'te', 'li', 'ge', 're']",5
morsiger,"['mor', 'si', 'ger']",3
tussenpersoon,"['tus', 'sen', 'per', 'soon']",4
kapotbeuken,"['ka', 'pot', 'beu', 'ken']",4
parttimer,"['part', 'ti', 'mer']",3
weldoet,"['wel', 'doet']",2
nulmeridianen,"['nul', 'me', 'ri', 'di', 'a', 'nen']",6
Beneluxland,"['Be', 'ne', 'lux', 'land']",4
Götterdämmerung,"['Göt', 'ter', 'däm', 'me', 'rung']",5
ontluiken,"['ont', 'lui', 'ken']",3
eindredacties,"['eind', 're', 'dac', 'ties']",4
mozaïekromannetje,"['mo', 'za', 'ïek', 'ro', 'man', 'ne', 'tje']",7
neostijl,"['neo', 'stijl']",2
pacht,['pacht'],1
makroon,"['ma', 'kroon']",2
aanlooppuntjes,"['aan', 'loop', 'punt', 'jes']",4
zwemhallen,"['zwem', 'hal', 'len']",3
smart,['smart'],1
vocht,['vocht'],1
perswetten,"['pers', 'wet', 'ten']",3
choco,"['cho', 'co']",2
taaloefening,"['taal', 'oe', 'fe', 'ning']",4
hulpverlenen,"['hulp', 'ver', 'le', 'nen']",4
aandachttekorten,"['aan', 'dacht', 'te', 'kor', 'ten']",5
vorser,"['vor', 'ser']",2
druilregen,"['druil', 're', 'gen']",3
Albanees,"['Al', 'ba', 'nees']",3
aanhangmotor,"['aan', 'hang', 'mo', 'tor']",4
fanfaretjes,"['fan', 'fa', 're', 'tjes']",4
educatief,"['edu', 'ca', 'tief']",3
myografietjes,"['myo', 'gra', 'fie', 'tjes']",4
kernfusie,"['kern', 'fu', 'sie']",3
klaarwakkere,"['klaar', 'wak', 'ke', 're']",4
partner,"['part', 'ner']",2
participatiemaatschappij,"['par', 'ti', 'ci', 'pa', 'tie', 'maat', 'schap', 'pij']",8
slagboom,"['slag', 'boom']",2
gezag,"['ge', 'zag']",2
visitekaartje,"['vi', 'si', 'te', 'kaart', 'je']",5
ecchymosen,"['ec', 'chy', 'mo', 'sen']",4
vilthoed,"['vilt', 'hoed']",2
pelser,"['pel', 'ser']",2
las terug,"['las', 'te', 'rug']",3
frieten,"['frie', 'ten']",2
trommelstokje,"['trom', 'mel', 'stok', 'je']",4
kroonsteen,"['kroon', 'steen']",2
onwereldste,"['on', 'we', 'relds', 'te']",4
klauwhamer,"['klauw', 'ha', 'mer']",3
glimmertjes,"['glim', 'mer', 'tjes']",3
statement,"['state', 'ment']",2
Modenees,"['Mo', 'de', 'nees']",3
erop stuiten,"['er', 'op', 'stui', 'ten']",4
urgente,"['ur', 'gen', 'te']",3
laas,['laas'],1
zusterlijkers,"['zus', 'ter', 'lij', 'kers']",4
Franeker,"['Fra', 'ne', 'ker']",3
dennenboompje,"['den', 'nen', 'boom', 'pje']",4
bloedsinaasappelsaus,"['bloed', 'si', 'naas', 'ap', 'pel', 'saus']",6
aanloopperioden,"['aan', 'loop', 'pe', 'ri', 'o', 'den']",6
gekapitaliseerd,"['ge', 'ka', 'pi', 'ta', 'li', 'seerd']",6
hoofdgroepmetaal,"['hoofd', 'groep', 'me', 'taal']",4
huisbrandje,"['huis', 'brand', 'je']",3
kukken,"['kuk', 'ken']",2
transparantste,"['trans', 'pa', 'rant', 'ste']",4
kwast,['kwast'],1
puzzelredacteurtjes,"['puz', 'zel', 're', 'dac', 'teur', 'tjes']",6
verkreukt,"['ver', 'kreukt']",2
Kreeftskeerkringen,"['Kreefts', 'keer', 'krin', 'gen']",4
afgekruid,"['af', 'ge', 'kruid']",3
vuurvaste baksteenkleurige,"['vuur', 'vas', 'te', 'bak', 'steen', 'kleu', 'ri', 'ge']",8
marsepeinen,"['mar', 'se', 'pei', 'nen']",4
tussenkopje,"['tus', 'sen', 'kop', 'je']",4
naargelang,"['naar', 'ge', 'lang']",3
jaaroverzichtjes,"['jaar', 'over', 'zicht', 'jes']",4
gelijkspanning,"['ge', 'lijk', 'span', 'ning']",4
gothics,"['go', 'thics']",2
captaintje,"['cap', 'tain', 'tje']",3
snelstgroeiend,"['snelst', 'groei', 'end']",3
vergewissend,"['ver', 'ge', 'wis', 'send']",4
boodschappenlijstje,"['bood', 'schap', 'pen', 'lijst', 'je']",5
kunstigere,"['kun', 'sti', 'ge', 're']",4
peroxidase,"['per', 'oxi', 'da', 'se']",4
breekijzer,"['breek', 'ij', 'zer']",3
agglutineerden,"['ag', 'glu', 'ti', 'neer', 'den']",5
oogklepjes,"['oog', 'klep', 'jes']",3
pezewevend,"['pe', 'ze', 'we', 'vend']",4
lijkwadetje,"['lijk', 'wa', 'de', 'tje']",4
zweeppartijtje,"['zweep', 'par', 'tij', 'tje']",4
tasjesdiefje,"['tas', 'jes', 'dief', 'je']",4
deconcentratie,"['de', 'con', 'cen', 'tra', 'tie']",5
legaal,"['le', 'gaal']",2
scherm af,"['scherm', 'af']",2
meedeelden,"['mee', 'deel', 'den']",3
aantijgertjes,"['aan', 'tij', 'ger', 'tjes']",4
butagas,"['bu', 'ta', 'gas']",3
waterleiding,"['wa', 'ter', 'lei', 'ding']",4
kouseband,"['kou', 'se', 'band']",3
tersel,"['ter', 'sel']",2
gisterennamiddag,"['gis', 'te', 'ren', 'na', 'mid', 'dag']",6
garçon,"['gar', 'çon']",2
castorolie,"['cas', 'tor', 'olie']",3
tangocursus,"['tan', 'go', 'cur', 'sus']",4
breedteparallel,"['breed', 'te', 'pa', 'ral', 'lel']",5
aapjesorchis,"['aap', 'jes', 'or', 'chis']",4
buitenstaandertjes,"['bui', 'ten', 'staan', 'der', 'tjes']",5
cultuurgeschiedenissen,"['cul', 'tuur', 'ge', 'schie', 'de', 'nis', 'sen']",7
caravan,"['ca', 'ra', 'van']",3
Hoogsilezisch,"['Hoog', 'si', 'le', 'zi', 'sch']",5
nakauwend,"['na', 'kau', 'wend']",3
stuurboord,"['stuur', 'boord']",2
era,['era'],1
messiascomplex,"['mes', 'si', 'as', 'com', 'plex']",5
woningtypes,"['wo', 'ning', 'ty', 'pes']",4
achtentwintighoek,"['acht', 'en', 'twin', 'tig', 'hoek']",5
voorbinden,"['voor', 'bin', 'den']",3
Angolaanse,"['An', 'go', 'laan', 'se']",4
overhaasts,"['over', 'haasts']",2
valkeniers,"['val', 'ke', 'niers']",3
februaridagen,"['fe', 'bru', 'a', 'ri', 'da', 'gen']",6
herontginnen,"['her', 'ont', 'gin', 'nen']",4
meelopen,"['mee', 'lo', 'pen']",3
hoempa,"['hoem', 'pa']",2
tegenin,"['te', 'gen', 'in']",3
gespit,"['ge', 'spit']",2
pintelierden,"['pin', 'te', 'lier', 'den']",4
century,"['cen', 'tu', 'ry']",3
gluiperige,"['glui', 'pe', 'ri', 'ge']",4
tuinameublement,"['tuin', 'ameu', 'ble', 'ment']",4
handvol,"['hand', 'vol']",2
onverantwoorder,"['on', 'ver', 'ant', 'woor', 'der']",5
platvloersheid,"['plat', 'vloers', 'heid']",3
dauwtrapte,"['dauw', 'trap', 'te']",3
oproepen,"['op', 'roe', 'pen']",3
dienstbetoon,"['dienst', 'be', 'toon']",3
anaals,['anaals'],1
jaknikkers,"['ja', 'knik', 'kers']",3
dollekoeienziekte,"['dol', 'le', 'koei', 'en', 'ziek', 'te']",6
massadichtheid,"['mas', 'sa', 'dicht', 'heid']",4
kerstkriebeltjes,"['kerst', 'krie', 'bel', 'tjes']",4
weliswaar,"['wel', 'is', 'waar']",3
stembuszege,"['stem', 'bus', 'ze', 'ge']",4
smelten,"['smel', 'ten']",2
Purépecha,"['Pu', 'ré', 'pe', 'cha']",4
curlingouders,"['cur', 'ling', 'ou', 'ders']",4
verfranst,"['ver', 'franst']",2
coupes,"['cou', 'pes']",2
dumpers,"['dum', 'pers']",2
noppes,"['nop', 'pes']",2
helikopterouder,"['he', 'li', 'kop', 'ter', 'ou', 'der']",6
opbakken,"['op', 'bak', 'ken']",3
zitfiets,"['zit', 'fiets']",2
Jamaicaan,"['Ja', 'mai', 'caan']",3
adviseer,"['ad', 'vi', 'seer']",3
dissocieerde,"['dis', 'so', 'ci', 'eer', 'de']",5
eraf,"['er', 'af']",2
inrekenen,"['in', 're', 'ke', 'nen']",4
koffiekoppen,"['kof', 'fie', 'kop', 'pen']",4
boksen,"['bok', 'sen']",2
wispelturig,"['wis', 'pel', 'tu', 'rig']",4
verdergegaan,"['ver', 'der', 'ge', 'gaan']",4
morfologie,"['mor', 'fo', 'lo', 'gie']",4
verkrachten,"['ver', 'krach', 'ten']",3
partijfunctionarisjes,"['par', 'tij', 'func', 'ti', 'o', 'na', 'ris', 'jes']",8
drijfzand,"['drijf', 'zand']",2
roomse,"['room', 'se']",2
bosland,"['bos', 'land']",2
zuidoostwaarts,"['zuid', 'oost', 'waarts']",3
popiejopies,"['po', 'pie', 'jo', 'pies']",4
extraverte,"['ex', 'tra', 'ver', 'te']",4
stelten,"['stel', 'ten']",2
cougarcruise,"['cou', 'gar', 'cruise']",3
jongedame,"['jon', 'ge', 'da', 'me']",4
clickfonds,"['click', 'fonds']",2
voornaam,"['voor', 'naam']",2
koppermaandag,"['kop', 'per', 'maan', 'dag']",4
hield af,"['hield', 'af']",2
postincunabel,"['post', 'in', 'cu', 'na', 'bel']",5
dogmatisch,"['dog', 'ma', 'tisch']",3
handelsorganisatie,"['han', 'dels', 'or', 'ga', 'ni', 'sa', 'tie']",7
liaan,"['li', 'aan']",2
venkelwater,"['ven', 'kel', 'wa', 'ter']",4
polderpolitiek,"['pol', 'der', 'po', 'li', 'tiek']",5
ronsel,"['ron', 'sel']",2
grammetjes,"['gram', 'me', 'tjes']",3
aandachtsstreepjes,"['aan', 'dachts', 'streep', 'jes']",4
genepen,"['ge', 'ne', 'pen']",3
hopmannen,"['hop', 'man', 'nen']",3
Hagenaars,"['Ha', 'ge', 'naars']",3
hitteplan,"['hit', 'te', 'plan']",3
