woorden,lettergrepen,aantal lettergrepen
gemeentehuis,"['ge', 'meen', 'te', 'huis']",4
mammografie,"['mam', 'mo', 'gra', 'fie']",4
vreetkicks,"['vreet', 'kicks']",2
gegevene,"['ge', 'ge', 've', 'ne']",4
bezoekertjes,"['be', 'zoe', 'ker', 'tjes']",4
Nevada,"['Ne', 'va', 'da']",3
snoepkont,"['snoep', 'kont']",2
monoliet,"['mo', 'no', 'liet']",3
schoor,['schoor'],1
psychodrama,"['psy', 'cho', 'dra', 'ma']",4
karbatsen,"['kar', 'bat', 'sen']",3
spleet,['spleet'],1
elixer,['elixer'],1
krantenbezorgers,"['kran', 'ten', 'be', 'zor', 'gers']",5
zenuwpijn,"['ze', 'nuw', 'pijn']",3
ingang,"['in', 'gang']",2
verrek,"['ver', 'rek']",2
montuur,"['mon', 'tuur']",2
verweren,"['ver', 'we', 'ren']",3
gekleineerd,"['ge', 'klei', 'neerd']",3
seksboeken,"['seks', 'boe', 'ken']",3
neonatologie,"['neo', 'na', 'to', 'lo', 'gie']",5
hiernamaals,"['hier', 'na', 'maals']",3
weidman,"['weid', 'man']",2
zoekresultaatjes,"['zoek', 're', 'sul', 'taat', 'jes']",5
aandelenemissies,"['aan', 'de', 'len', 'emis', 'sies']",5
lokhomo,"['lok', 'ho', 'mo']",3
boontjes,"['boon', 'tjes']",2
exempel,"['exem', 'pel']",2
poolster,"['pool', 'ster']",2
hacken,"['hac', 'ken']",2
klaaglied,"['klaag', 'lied']",2
zalmkweker,"['zalm', 'kwe', 'ker']",3
flageolettoon,"['fla', 'geo', 'let', 'toon']",4
mannenbesnijdenis,"['man', 'nen', 'be', 'snij', 'de', 'nis']",6
aansluitingspunt,"['aan', 'slui', 'tings', 'punt']",4
Australisch Hoofdstedelijk Territorium,"['Aus', 'tra', 'lisch', 'Hoofd', 'ste', 'de', 'lijk', 'Ter', 'ri', 'to', 'ri', 'um']",12
elektro-encefalogram,"['elek', 'tro-en', 'ce', 'fa', 'lo', 'gram']",6
etniciteit,"['et', 'ni', 'ci', 'teit']",4
ondervertegenwoordigingen,"['on', 'der', 'ver', 'te', 'gen', 'woor', 'di', 'gin', 'gen']",9
civielrechtelijk,"['ci', 'viel', 'rech', 'te', 'lijk']",5
verzuimde,"['ver', 'zuim', 'de']",3
rode lantaarn,"['ro', 'de', 'lan', 'taarn']",4
verleden tijd,"['ver', 'le', 'den', 'tijd']",4
pigment,"['pig', 'ment']",2
blik in,"['blik', 'in']",2
autosleutel,"['au', 'to', 'sleu', 'tel']",4
multomapje,"['mul', 'to', 'map', 'je']",4
directeursfunctie,"['di', 'rec', 'teurs', 'func', 'tie']",5
pedanten,"['pe', 'dan', 'ten']",3
erbium,"['er', 'bi', 'um']",3
gedekters,"['ge', 'dek', 'ters']",3
wegsluizend,"['weg', 'slui', 'zend']",3
overbrugginkjes,"['over', 'brug', 'gin', 'kjes']",4
zwijnborstels,"['zwijn', 'bor', 'stels']",3
junidagen,"['ju', 'ni', 'da', 'gen']",4
kippendrummetje,"['kip', 'pen', 'drum', 'me', 'tje']",5
stadsgenoot,"['stads', 'ge', 'noot']",3
bekopen,"['be', 'ko', 'pen']",3
alpien,"['al', 'pien']",2
concessionelers,"['con', 'ces', 'si', 'o', 'ne', 'lers']",6
avant-scène,"['avant-scè', 'ne']",2
geyoutubed,"['ge', 'you', 'tubed']",3
schaften,"['schaf', 'ten']",2
zymase,"['zy', 'ma', 'se']",3
plankjes,"['plank', 'jes']",2
endocrinoloog,"['en', 'do', 'cri', 'no', 'loog']",5
zakgeld,"['zak', 'geld']",2
uitkering,"['uit', 'ke', 'ring']",3
hamsterwangetjes,"['ham', 'ster', 'wan', 'ge', 'tjes']",5
grotetertstoonaard,"['gro', 'te', 'terts', 'toon', 'aard']",5
sociologie,"['so', 'cio', 'lo', 'gie']",4
paardenstaart,"['paar', 'den', 'staart']",3
wegkieperen,"['weg', 'kie', 'pe', 'ren']",4
steun,['steun'],1
onbeleefdheid,"['on', 'be', 'leefd', 'heid']",4
blasfemeerde,"['blas', 'fe', 'meer', 'de']",4
pluripotent,"['plu', 'ri', 'po', 'tent']",4
succès d'estime,"['suc', 'cès', ""d'es"", 'ti', 'me']",5
overstijgen,"['over', 'stij', 'gen']",3
ontnemen,"['ont', 'ne', 'men']",3
boontje,"['boon', 'tje']",2
communiceerde,"['com', 'mu', 'ni', 'ceer', 'de']",5
elektromechanisch,"['elek', 'tro', 'me', 'cha', 'nisch']",5
Vrekkenkrant,"['Vrek', 'ken', 'krant']",3
achthonderdviertje,"['acht', 'hon', 'derd', 'vier', 'tje']",5
kerstdag,"['kerst', 'dag']",2
druppelsgewijs,"['drup', 'pels', 'ge', 'wijs']",4
flamenco,"['fla', 'men', 'co']",3
micro,"['mi', 'cro']",2
microbiologie,"['mi', 'cro', 'bio', 'lo', 'gie']",5
klankleer,"['klank', 'leer']",2
regicide,"['re', 'gi', 'ci', 'de']",4
hemelsnaam,"['he', 'mels', 'naam']",3
aanschurk,"['aan', 'schurk']",2
terugvorder,"['te', 'rug', 'vor', 'der']",4
dozerend,"['do', 'ze', 'rend']",3
accent grave,"['ac', 'cent', 'gra', 've']",4
generatieconflict,"['ge', 'ne', 'ra', 'tie', 'con', 'flict']",6
splif,['splif'],1
voetganger,"['voet', 'gan', 'ger']",3
Tsjetsjenië,"['Tsjet', 'sje', 'nië']",3
bloosloos,"['bloos', 'loos']",2
verkleuring,"['ver', 'kleu', 'ring']",3
legenda,"['le', 'gen', 'da']",3
taalgebied,"['taal', 'ge', 'bied']",3
retriever,"['re', 'trie', 'ver']",3
foyer,"['foy', 'er']",2
therm-,"['ther', 'm-']",2
antimetabolieten,"['an', 'ti', 'me', 'ta', 'bo', 'lie', 'ten']",7
invloedssfeer,"['in', 'vloeds', 'sfeer']",3
jeugdleden,"['jeugd', 'le', 'den']",3
ik,['ik'],1
fietscafés,"['fiets', 'ca', 'fés']",3
xenon,"['xe', 'non']",2
grachtengordeltje,"['grach', 'ten', 'gor', 'del', 'tje']",5
regularisatiecampagne,"['re', 'gu', 'la', 'ri', 'sa', 'tie', 'cam', 'pag', 'ne']",9
taalverrijking,"['taal', 'ver', 'rij', 'king']",4
taxonomie,"['taxo', 'no', 'mie']",3
triestheden,"['triest', 'he', 'den']",3
laseren,"['la', 'se', 'ren']",3
ontdoe,"['ont', 'doe']",2
dorpen,"['dor', 'pen']",2
dorpsgenootje,"['dorps', 'ge', 'noot', 'je']",4
voortsjokkende,"['voort', 'sjok', 'ken', 'de']",4
aansprakelijkheidsverzekeringen,"['aan', 'spra', 'ke', 'lijk', 'heids', 'ver', 'ze', 'ke', 'rin', 'gen']",10
pepervaatje,"['pe', 'per', 'vaat', 'je']",4
coronateststraten,"['co', 'ro', 'na', 'test', 'stra', 'ten']",6
bespugen,"['be', 'spu', 'gen']",3
gereedschapskist,"['ge', 'reed', 'schaps', 'kist']",4
bibliotheekbus,"['bi', 'blio', 'theek', 'bus']",4
autobandventieldop,"['au', 'to', 'band', 'ven', 'tiel', 'dop']",6
tarboesj,"['tar', 'boesj']",2
vechtscheidingen,"['vecht', 'schei', 'din', 'gen']",4
joepie,"['joe', 'pie']",2
meegestegen,"['mee', 'ge', 'ste', 'gen']",4
man-tegen-mangevecht,"['man-te', 'gen-man', 'ge', 'vecht']",4
juteweefsel,"['ju', 'te', 'weef', 'sel']",4
gewoonste,"['ge', 'woon', 'ste']",3
heikelere,"['hei', 'ke', 'le', 're']",4
lijmpogingen,"['lijm', 'po', 'gin', 'gen']",4
begrijpzame,"['be', 'grijp', 'za', 'me']",4
vaandelvlucht,"['vaan', 'del', 'vlucht']",3
opflakkerende,"['op', 'flak', 'ke', 'ren', 'de']",5
arriveren,"['ar', 'ri', 've', 'ren']",4
Maagdenburg,"['Maag', 'den', 'burg']",3
Amerikaanse eik,"['Ame', 'ri', 'kaan', 'se', 'eik']",5
westzuidwesten,"['west', 'zuid', 'wes', 'ten']",4
faecaal,"['fae', 'caal']",2
data,"['da', 'ta']",2
tweelingbroers,"['twee', 'ling', 'broers']",3
grote hersenen,"['gro', 'te', 'her', 'se', 'nen']",5
pointillisme,"['poin', 'til', 'lis', 'me']",4
onverdachtere,"['on', 'ver', 'dach', 'te', 're']",5
toezwaaiend,"['toe', 'zwaai', 'end']",3
taakuitoefeningen,"['taak', 'uit', 'oe', 'fe', 'nin', 'gen']",6
beklinker,"['be', 'klin', 'ker']",3
melisme,"['me', 'lis', 'me']",3
veiligheidje,"['vei', 'lig', 'heid', 'je']",4
vreugdesprongetjes,"['vreug', 'de', 'spron', 'ge', 'tjes']",5
hakkers,"['hak', 'kers']",2
sneeuwpoppetjes,"['sneeuw', 'pop', 'pe', 'tjes']",4
lijzijde,"['lij', 'zij', 'de']",3
Bahrein,"['Bah', 'rein']",2
klepelend,"['kle', 'pe', 'lend']",3
kopje-onder,"['kop', 'je-on', 'der']",3
opvallende,"['op', 'val', 'len', 'de']",4
techno-,"['tech', 'no-']",2
gewoontes,"['ge', 'woon', 'tes']",3
desolaat,"['de', 'so', 'laat']",3
zoal,"['zo', 'al']",2
preoperatiefst,"['pre', 'ope', 'ra', 'tiefst']",4
schiften,"['schif', 'ten']",2
thuiszorgorganisaties,"['thuis', 'zorg', 'or', 'ga', 'ni', 'sa', 'ties']",7
aard,['aard'],1
slangenkuil,"['slan', 'gen', 'kuil']",3
mandagen,"['man', 'da', 'gen']",3
wuft,['wuft'],1
armenschool,"['ar', 'men', 'school']",3
proefbuis,"['proef', 'buis']",2
boorsel,"['boor', 'sel']",2
kernwapenvrijers,"['kern', 'wa', 'pen', 'vrij', 'ers']",5
pollevie,"['pol', 'le', 'vie']",3
zitten,"['zit', 'ten']",2
informeel,"['in', 'for', 'meel']",3
beweegt mee,"['be', 'weegt', 'mee']",3
graafwerktuig,"['graaf', 'werk', 'tuig']",3
hinderwet,"['hin', 'der', 'wet']",3
dialectoloog,"['di', 'a', 'lec', 'to', 'loog']",5
vrijmetselaartjes,"['vrij', 'met', 'se', 'laar', 'tjes']",5
ammelaken,"['am', 'me', 'la', 'ken']",4
graanoogstje,"['graan', 'oogst', 'je']",3
boeman,"['boe', 'man']",2
erfdeel,"['erf', 'deel']",2
rijten,"['rij', 'ten']",2
misstappen,"['mis', 'stap', 'pen']",3
blauwogige,"['blauw', 'ogi', 'ge']",3
zwijnenvlees,"['zwij', 'nen', 'vlees']",3
zymologie,"['zy', 'mo', 'lo', 'gie']",4
kandidatenlijst,"['kan', 'di', 'da', 'ten', 'lijst']",5
vakman,"['vak', 'man']",2
mauwen,"['mau', 'wen']",2
volmondigers,"['vol', 'mon', 'di', 'gers']",4
getallensymboliek,"['ge', 'tal', 'len', 'sym', 'bo', 'liek']",6
bouillon,"['bouil', 'lon']",2
bosaapje,"['bos', 'aap', 'je']",3
duro's,"['du', ""ro's""]",2
stroevere,"['stroe', 've', 're']",3
integrerend,"['in', 'te', 'gre', 'rend']",4
kortswijl,"['korts', 'wijl']",2
overtroevend,"['over', 'troe', 'vend']",3
machtig,"['mach', 'tig']",2
handschoenen,"['hand', 'schoe', 'nen']",3
hollen,"['hol', 'len']",2
onanerend,"['ona', 'ne', 'rend']",3
VWO,['VWO'],1
aanbrengpremies,"['aan', 'breng', 'pre', 'mies']",4
verisme,"['ve', 'ris', 'me']",3
zeevogel,"['zee', 'vo', 'gel']",3
opgekoterd,"['op', 'ge', 'ko', 'terd']",4
filiatie,"['fi', 'li', 'a', 'tie']",4
kipnoedels,"['kip', 'noe', 'dels']",3
langharige,"['lang', 'ha', 'ri', 'ge']",4
studio,"['stu', 'dio']",2
boetpredicatie,"['boet', 'pre', 'di', 'ca', 'tie']",5
mixfondsen,"['mix', 'fond', 'sen']",3
zwembadwater,"['zwem', 'bad', 'wa', 'ter']",4
tering,"['te', 'ring']",2
zomermode,"['zo', 'mer', 'mo', 'de']",4
slimmeriken,"['slim', 'me', 'ri', 'ken']",4
pragmatisch,"['prag', 'ma', 'tisch']",3
As-groot,['As-groot'],1
de beste stuurlui staan aan wal,"['de', 'bes', 'te', 'stuur', 'lui', 'staan', 'aan', 'wal']",8
dienstige,"['dien', 'sti', 'ge']",3
onbeschaamd,"['on', 'be', 'schaamd']",3
afslankte,"['af', 'slank', 'te']",3
verborgeners,"['ver', 'bor', 'ge', 'ners']",4
hangaartjes,"['han', 'gaar', 'tjes']",3
lazuriet,"['la', 'zu', 'riet']",3
klokkentoren,"['klok', 'ken', 'to', 'ren']",4
eenheidsmunt,"['een', 'heids', 'munt']",3
slachtinkjes,"['slach', 'tin', 'kjes']",3
dierrechten,"['dier', 'rech', 'ten']",3
zandzuiger,"['zand', 'zui', 'ger']",3
vioolvirtuoos,"['vi', 'ool', 'vir', 'tu', 'oos']",5
gavotte,"['ga', 'vot', 'te']",3
zoetmiddel,"['zoet', 'mid', 'del']",3
erfpachtherziening,"['erf', 'pacht', 'her', 'zie', 'ning']",5
der,['der'],1
weefsel,"['weef', 'sel']",2
wintertijd,"['win', 'ter', 'tijd']",3
rivierbeddinkjes,"['ri', 'vier', 'bed', 'din', 'kjes']",5
gambier,"['gam', 'bier']",2
duif,['duif'],1
zeeaquarium,"['zee', 'aqua', 'ri', 'um']",4
trillingsgetal,"['tril', 'lings', 'ge', 'tal']",4
verpoten,"['ver', 'po', 'ten']",3
mosselhoeren,"['mos', 'sel', 'hoe', 'ren']",4
kadaver,"['ka', 'da', 'ver']",3
draaien,"['draai', 'en']",2
maagprobleempje,"['maag', 'pro', 'bleem', 'pje']",4
karwei,"['kar', 'wei']",2
memorabelst,"['me', 'mo', 'ra', 'belst']",4
G-majeurtoonaard,"['G-ma', 'jeur', 'toon', 'aard']",4
afstandbediening,"['af', 'stand', 'be', 'die', 'ning']",5
woordgeslacht,"['woord', 'ge', 'slacht']",3
vanouds,"['van', 'ouds']",2
ziens,['ziens'],1
sirene,"['si', 're', 'ne']",3
moderniteit,"['mo', 'der', 'ni', 'teit']",4
wijkkranten,"['wijk', 'kran', 'ten']",3
eierstok,"['ei', 'er', 'stok']",3
grootmacht,"['groot', 'macht']",2
bouwhoekje,"['bouw', 'hoek', 'je']",3
annuïteitenhypotheken,"['an', 'nuï', 'tei', 'ten', 'hy', 'po', 'the', 'ken']",8
Oudperzisch,"['Oud', 'per', 'zisch']",3
nanoliter,"['na', 'no', 'li', 'ter']",4
bankroeter,"['bank', 'roe', 'ter']",3
wijzigen,"['wij', 'zi', 'gen']",3
weekkaart,"['week', 'kaart']",2
halfwinds,"['half', 'winds']",2
zachtboard,"['zacht', 'board']",2
taalquizzen,"['taal', 'quiz', 'zen']",3
afwennen,"['af', 'wen', 'nen']",3
Abanyom,"['Aban', 'y', 'om']",3
Kabardijns,"['Ka', 'bar', 'dijns']",3
tabulatortjes,"['ta', 'bu', 'la', 'tor', 'tjes']",5
seances,"['se', 'an', 'ces']",3
ATB,['ATB'],1
transities,"['tran', 'si', 'ties']",3
soort,['soort'],1
graf-,"['gra', 'f-']",2
negentiende,"['ne', 'gen', 'tien', 'de']",4
daveren,"['da', 've', 'ren']",3
rotopmerkingen,"['rot', 'op', 'mer', 'kin', 'gen']",5
soezerigere,"['soe', 'ze', 'ri', 'ge', 're']",5
motorbrilletjes,"['mo', 'tor', 'bril', 'le', 'tjes']",5
ziften,"['zif', 'ten']",2
bultrund,"['bult', 'rund']",2
technetium,"['tech', 'ne', 'ti', 'um']",4
angst,['angst'],1
belastingvrijers,"['be', 'las', 'ting', 'vrij', 'ers']",5
opinie,"['opi', 'nie']",2
brokaten,"['bro', 'ka', 'ten']",3
beginners,"['be', 'gin', 'ners']",3
stellinkjes,"['stel', 'lin', 'kjes']",3
locatief,"['lo', 'ca', 'tief']",3
kenmerk,"['ken', 'merk']",2
annoncerend,"['an', 'non', 'ce', 'rend']",4
grondrechtjes,"['grond', 'recht', 'jes']",3
sterappel,"['ster', 'ap', 'pel']",3
vleesmessen,"['vlees', 'mes', 'sen']",3
kinderjuffrouw,"['kin', 'der', 'juf', 'frouw']",4
doe-het-zelfwinkel,"['doe-het-zelf', 'win', 'kel']",3
moerasgamander,"['moe', 'ras', 'ga', 'man', 'der']",5
schrikken,"['schrik', 'ken']",2
ondraaglijk,"['on', 'draag', 'lijk']",3
bureaucratiekorting,"['bu', 'reau', 'cra', 'tie', 'kor', 'ting']",6
stemknop,"['stem', 'knop']",2
atriumtuin,"['atri', 'um', 'tuin']",3
interscolair,"['in', 'ter', 'sco', 'lair']",4
vergaandere,"['ver', 'gaan', 'de', 're']",4
controleprobleem,"['con', 'tro', 'le', 'pro', 'bleem']",5
aardkerntje,"['aard', 'kern', 'tje']",3
aap-noot-miesplankje,"['aap-noot-mies', 'plank', 'je']",3
ongesofisticeerdste,"['on', 'ge', 'so', 'fis', 'ti', 'ceerd', 'ste']",7
omstreek,"['om', 'streek']",2
oxiden,"['oxi', 'den']",2
dovenetel,"['do', 've', 'ne', 'tel']",4
windvlaagjes,"['wind', 'vlaag', 'jes']",3
hauw,['hauw'],1
indringers,"['in', 'drin', 'gers']",3
foneem,"['fo', 'neem']",2
halfbroertjes,"['half', 'broer', 'tjes']",3
tuinier,"['tui', 'nier']",2
snik,['snik'],1
gewrichten,"['ge', 'wrich', 'ten']",3
grauwiger,"['grau', 'wi', 'ger']",3
folliculair,"['fol', 'li', 'cu', 'lair']",4
rookt pijp,"['rookt', 'pijp']",2
startblokje,"['start', 'blok', 'je']",3
magie,"['ma', 'gie']",2
antiek,"['an', 'tiek']",2
moulage,"['mou', 'la', 'ge']",3
privétijden,"['pri', 'vé', 'tij', 'den']",4
godvernondeju,"['god', 'ver', 'non', 'de', 'ju']",5
aalfuikjes,"['aal', 'fuik', 'jes']",3
schorsmolens,"['schors', 'mo', 'lens']",3
andoren,"['an', 'do', 'ren']",3
achteromkijken,"['ach', 'ter', 'om', 'kij', 'ken']",5
boud,['boud'],1
begaafdheid,"['be', 'gaafd', 'heid']",3
detonators,"['de', 'to', 'na', 'tors']",4
Berlijnst,"['Ber', 'lijnst']",2
wisselden om,"['wis', 'sel', 'den', 'om']",4
klavermoe,"['kla', 'ver', 'moe']",3
vijfentwintig,"['vijf', 'en', 'twin', 'tig']",4
mariaal,"['ma', 'ri', 'aal']",3
baarmoederhals,"['baar', 'moe', 'der', 'hals']",4
Java,"['Ja', 'va']",2
gezinspakjes,"['ge', 'zins', 'pak', 'jes']",4
astroturf,"['as', 'tro', 'turf']",3
magneetventielen,"['mag', 'neet', 'ven', 'tie', 'len']",5
gebrabbel,"['ge', 'brab', 'bel']",3
Semele,"['Se', 'me', 'le']",3
poten,"['po', 'ten']",2
vergenoegdere,"['ver', 'ge', 'noeg', 'de', 're']",5
bejaardenwoning,"['be', 'jaar', 'den', 'wo', 'ning']",5
kweeappel,"['kwee', 'ap', 'pel']",3
barometer,"['ba', 'ro', 'me', 'ter']",4
uitwisselingsprogramma,"['uit', 'wis', 'se', 'lings', 'pro', 'gram', 'ma']",7
vertraag,"['ver', 'traag']",2
zintuig,"['zin', 'tuig']",2
kritikaliteit,"['kri', 'ti', 'ka', 'li', 'teit']",5
dichterbij,"['dich', 'ter', 'bij']",3
jeukend,"['jeu', 'kend']",2
grootscheepse,"['groot', 'scheep', 'se']",3
kneuzen,"['kneu', 'zen']",2
roerder,"['roer', 'der']",2
iteratie,"['ite', 'ra', 'tie']",3
deuvekaters,"['deu', 've', 'ka', 'ters']",4
mailinglijst,"['mai', 'ling', 'lijst']",3
hoekspiegel,"['hoek', 'spie', 'gel']",3
Yapees,"['Ya', 'pees']",2
homozygoot,"['ho', 'mo', 'zy', 'goot']",4
luik,['luik'],1
bioafbreekbaar,"['bio', 'af', 'breek', 'baar']",4
zweetafscheiding,"['zweet', 'af', 'schei', 'ding']",4
bravo,"['bra', 'vo']",2
sensibilisaties,"['sen', 'si', 'bi', 'li', 'sa', 'ties']",6
bartender,"['bar', 'ten', 'der']",3
stenograaf,"['ste', 'no', 'graaf']",3
degradatie,"['de', 'gra', 'da', 'tie']",4
bestuursressorten,"['be', 'stuurs', 'res', 'sor', 'ten']",5
verluchtten,"['ver', 'lucht', 'ten']",3
rugsteun,"['rug', 'steun']",2
mort,['mort'],1
eervol,"['eer', 'vol']",2
ronddansten,"['rond', 'dans', 'ten']",3
germanist,"['ger', 'ma', 'nist']",3
stroomnet,"['stroom', 'net']",2
kleitablet,"['klei', 'ta', 'blet']",3
waaghalzerij,"['waag', 'hal', 'ze', 'rij']",4
later,"['la', 'ter']",2
aalmoezeniertjes,"['aal', 'moe', 'ze', 'nier', 'tjes']",5
boeiingen,"['boei', 'in', 'gen']",3
kaatsen,"['kaat', 'sen']",2
ontbladerd,"['ont', 'bla', 'derd']",3
inkomst,"['in', 'komst']",2
afro,['afro'],1
zoelen,"['zoe', 'len']",2
ieder,"['ie', 'der']",2
rhodium,"['rho', 'di', 'um']",3
bezaan,"['be', 'zaan']",2
grote pimpernel,"['gro', 'te', 'pim', 'per', 'nel']",5
kernwapen,"['kern', 'wa', 'pen']",3
autogek,"['au', 'to', 'gek']",3
wegvervoer,"['weg', 'ver', 'voer']",3
poliep,"['po', 'liep']",2
urgentere,"['ur', 'gen', 'te', 're']",4
voosde,"['voos', 'de']",2
hemelbolletjes,"['he', 'mel', 'bol', 'le', 'tjes']",5
miljoenenschaden,"['mil', 'joe', 'nen', 'scha', 'den']",5
vertrouwelijke,"['ver', 'trou', 'we', 'lij', 'ke']",5
isolex,"['iso', 'lex']",2
aanfluiting,"['aan', 'flui', 'ting']",3
conformeren,"['con', 'for', 'me', 'ren']",4
sant,['sant'],1
zeildoft,"['zeil', 'doft']",2
leghennen,"['leg', 'hen', 'nen']",3
chocoladekleur,"['cho', 'co', 'la', 'de', 'kleur']",5
toegezongen,"['toe', 'ge', 'zon', 'gen']",4
amorette,"['amo', 'ret', 'te']",3
kelder,"['kel', 'der']",2
klankpot,"['klank', 'pot']",2
hoofdredactionele,"['hoofd', 're', 'dac', 'ti', 'o', 'ne', 'le']",7
perfectionisme,"['per', 'fec', 'ti', 'o', 'nis', 'me']",6
golven,"['gol', 'ven']",2
meelevende,"['mee', 'le', 'ven', 'de']",4
kernengeheugen,"['ker', 'nen', 'ge', 'heu', 'gen']",5
landwinning,"['land', 'win', 'ning']",3
speeltje,"['speel', 'tje']",2
kerkvormen,"['kerk', 'vor', 'men']",3
hardwerkend,"['hard', 'wer', 'kend']",3
karbouw,"['kar', 'bouw']",2
jappenkamp,"['jap', 'pen', 'kamp']",3
backpacker,"['back', 'pac', 'ker']",3
brulkikkertjes,"['brul', 'kik', 'ker', 'tjes']",4
zwerfkei,"['zwerf', 'kei']",2
bleek schildzaad,"['bleek', 'schild', 'zaad']",3
afschrikwekkendere,"['af', 'schrik', 'wek', 'ken', 'de', 're']",6
soezerig,"['soe', 'ze', 'rig']",3
koeienvlaai,"['koei', 'en', 'vlaai']",3
afwinnen,"['af', 'win', 'nen']",3
kneutjes,"['kneu', 'tjes']",2
biljet,"['bil', 'jet']",2
voorgebergte,"['voor', 'ge', 'berg', 'te']",4
stoep,['stoep'],1
wortelkluiten,"['wor', 'tel', 'klui', 'ten']",4
tachograaf,"['ta', 'cho', 'graaf']",3
refluxkoelertjes,"['re', 'flux', 'koe', 'ler', 'tjes']",5
basisnet,"['ba', 'sis', 'net']",3
duin,['duin'],1
etablissementje,"['eta', 'blis', 'se', 'ment', 'je']",5
contramerk,"['con', 'tra', 'merk']",3
tandartsassistente,"['tand', 'arts', 'as', 'sis', 'ten', 'te']",6
met twee maten meten,"['met', 'twee', 'ma', 'ten', 'me', 'ten']",6
voorgebergtes,"['voor', 'ge', 'berg', 'tes']",4
nadenkend,"['na', 'den', 'kend']",3
wolachtige,"['wol', 'ach', 'ti', 'ge']",4
ondervragen,"['on', 'der', 'vra', 'gen']",4
aartsbisdommetje,"['aarts', 'bis', 'dom', 'me', 'tje']",5
oöcyt,"['oö', 'cyt']",2
bolderik,"['bol', 'de', 'rik']",3
vaastrommeltje,"['vaas', 'trom', 'mel', 'tje']",4
mor,['mor'],1
barbarisme,"['bar', 'ba', 'ris', 'me']",4
omissie,"['omis', 'sie']",2
elytron,"['ely', 'tron']",2
weerkaarten,"['weer', 'kaar', 'ten']",3
misdaadbestrijding,"['mis', 'daad', 'be', 'strij', 'ding']",5
veelzeggender,"['veel', 'zeg', 'gen', 'der']",4
kwark,['kwark'],1
duik,['duik'],1
ritst,['ritst'],1
verblekend,"['ver', 'ble', 'kend']",3
altruïstische,"['al', 'tru', 'ïs', 'ti', 'sche']",5
ditransitief,"['di', 'tran', 'si', 'tief']",4
verdediging,"['ver', 'de', 'di', 'ging']",4
wonderlijkheden,"['won', 'der', 'lijk', 'he', 'den']",5
transcriptjes,"['trans', 'cript', 'jes']",3
rechtsboven,"['rechts', 'bo', 'ven']",3
storing,"['sto', 'ring']",2
stichting,"['stich', 'ting']",2
Barbados,"['Bar', 'ba', 'dos']",3
doctoraalexamen,"['doc', 'to', 'raal', 'exa', 'men']",5
zwemwatertjes,"['zwem', 'wa', 'ter', 'tjes']",4
consumptiegoederen,"['con', 'sump', 'tie', 'goe', 'de', 'ren']",6
hoerenloper,"['hoe', 'ren', 'lo', 'per']",4
eierstokken,"['ei', 'er', 'stok', 'ken']",4
infrastructurele,"['in', 'fra', 'struc', 'tu', 're', 'le']",6
pool,['pool'],1
wie,['wie'],1
werkwoorden,"['werk', 'woor', 'den']",3
interesserend,"['in', 'te', 'res', 'se', 'rend']",5
versprekingen,"['ver', 'spre', 'kin', 'gen']",4
vakantiegangertjes,"['va', 'kan', 'tie', 'gan', 'ger', 'tjes']",6
onto-,"['on', 'to-']",2
grind,['grind'],1
kalkarmst,"['kalk', 'armst']",2
onvergeeflijks,"['on', 'ver', 'geef', 'lijks']",4
vijvervis,"['vij', 'ver', 'vis']",3
draaiveld,"['draai', 'veld']",2
vrijstaand,"['vrij', 'staand']",2
Buitenzorg,"['Bui', 'ten', 'zorg']",3
parlementslidjes,"['par', 'le', 'ments', 'lid', 'jes']",5
robinsonade,"['ro', 'bin', 'so', 'na', 'de']",5
Hadith,"['Ha', 'dith']",2
schadecommissaris,"['scha', 'de', 'com', 'mis', 'sa', 'ris']",6
wimper,"['wim', 'per']",2
miskent,"['mis', 'kent']",2
algauw,"['al', 'gauw']",2
onderwijsvorm,"['on', 'der', 'wijs', 'vorm']",4
Katwijk,"['Kat', 'wijk']",2
huwelijksbeloftes,"['hu', 'we', 'lijks', 'be', 'lof', 'tes']",6
droomklus,"['droom', 'klus']",2
moordwapen,"['moord', 'wa', 'pen']",3
winkelend,"['win', 'ke', 'lend']",3
reageerbuisbevruchting,"['re', 'a', 'geer', 'buis', 'be', 'vruch', 'ting']",7
bluesmuziek,"['blues', 'mu', 'ziek']",3
aanwijzende voornaamwoordjes,"['aan', 'wij', 'zen', 'de', 'voor', 'naam', 'woord', 'jes']",8
lubriekste,"['lu', 'briek', 'ste']",3
ontgiften,"['ont', 'gif', 'ten']",3
regenweertje,"['re', 'gen', 'weer', 'tje']",4
voorspelletjes,"['voor', 'spel', 'le', 'tjes']",4
denkraam,"['denk', 'raam']",2
bovenlipje,"['bo', 'ven', 'lip', 'je']",4
thermometer,"['ther', 'mo', 'me', 'ter']",4
dorstig,"['dor', 'stig']",2
rigolade,"['ri', 'go', 'la', 'de']",4
overtypend,"['over', 'ty', 'pend']",3
reukwerken,"['reuk', 'wer', 'ken']",3
ruis,['ruis'],1
bleekgezichten,"['bleek', 'ge', 'zich', 'ten']",4
poetoen,"['poe', 'toen']",2
gearceerd,"['ge', 'ar', 'ceerd']",3
droogdokken,"['droog', 'dok', 'ken']",3
pan-Arabische,"['pan-Ara', 'bi', 'sche']",3
karonje,"['ka', 'ron', 'je']",3
